datetime,open,high,low,close,volume
2021-07-11 00:00:00+05:30,374.65,428.4,374.05,418.65,27404465
2021-07-18 00:00:00+05:30,427.0,428.5,404.25,413.3,6281965
2021-07-25 00:00:00+05:30,414.85,461.15,413.0,431.3,18246427
2021-08-01 00:00:00+05:30,429.95,446.2,414.25,436.4,8206016
2021-08-08 00:00:00+05:30,438.75,442.5,413.5,421.1,6051144
2021-08-15 00:00:00+05:30,425.0,428.95,392.0,414.95,4612627
2021-08-22 00:00:00+05:30,414.0,430.8,385.5,391.7,3847743
2021-08-29 00:00:00+05:30,395.8,402.0,361.35,386.5,3851708
2021-09-05 00:00:00+05:30,391.1,402.8,387.95,395.1,2424354
2021-09-12 00:00:00+05:30,395.05,409.7,382.0,407.2,2466084
2021-09-19 00:00:00+05:30,407.8,417.75,393.0,400.9,2792648
2021-09-26 00:00:00+05:30,393.0,398.9,367.4,374.55,2294825
2021-10-03 00:00:00+05:30,375.5,381.8,362.0,372.7,5862603
2021-10-10 00:00:00+05:30,376.85,378.0,357.0,363.8,3669593
2021-10-17 00:00:00+05:30,366.7,369.0,361.5,362.25,2202917
2021-10-24 00:00:00+05:30,365.0,382.35,351.25,354.2,3349133
2021-10-31 00:00:00+05:30,357.0,357.4,333.05,336.65,1783818
2021-11-07 00:00:00+05:30,339.3,358.7,338.2,356.45,1019920
2021-11-14 00:00:00+05:30,362.0,373.0,346.25,347.4,3662728
2021-11-21 00:00:00+05:30,349.85,354.6,339.55,340.6,1209496
2021-11-28 00:00:00+05:30,341.0,342.0,304.3,316.3,1558537
2021-12-05 00:00:00+05:30,315.05,320.75,302.05,309.0,1521847
2021-12-12 00:00:00+05:30,309.25,334.8,307.1,331.75,2059316
2021-12-19 00:00:00+05:30,334.0,337.9,312.05,314.2,1327767
2021-12-26 00:00:00+05:30,312.0,337.7,300.0,321.2,1872546
2022-01-02 00:00:00+05:30,322.0,350.0,315.0,342.85,2931852
2022-01-09 00:00:00+05:30,343.95,357.5,333.0,351.1,2138405
2022-01-16 00:00:00+05:30,352.9,355.9,342.15,350.45,1411851
2022-01-23 00:00:00+05:30,353.8,356.9,336.0,340.4,1501271
2022-01-30 00:00:00+05:30,340.4,340.4,315.9,334.2,1039684
2022-02-06 00:00:00+05:30,335.05,357.4,325.0,345.05,1459359
2022-02-13 00:00:00+05:30,346.5,357.8,332.9,343.25,1654229
2022-02-20 00:00:00+05:30,336.5,338.0,322.9,323.45,950569
2022-02-27 00:00:00+05:30,321.05,322.75,289.15,299.5,1635518
2022-03-06 00:00:00+05:30,298.0,330.95,293.95,308.85,1002623
2022-03-13 00:00:00+05:30,301.0,321.0,300.25,311.35,1028255
2022-03-20 00:00:00+05:30,312.0,354.9,307.0,347.4,2631779
2022-03-27 00:00:00+05:30,353.5,385.5,350.0,369.95,4933431
2022-04-03 00:00:00+05:30,372.6,372.6,357.0,364.0,1712717
2022-04-10 00:00:00+05:30,366.0,377.5,361.0,367.9,1555673
2022-04-17 00:00:00+05:30,370.0,372.85,352.3,361.45,1026364
2022-04-24 00:00:00+05:30,360.0,363.3,346.9,349.55,989626
2022-05-01 00:00:00+05:30,345.0,350.8,322.0,326.8,1389151
2022-05-08 00:00:00+05:30,324.0,329.35,305.65,311.2,748450
2022-05-15 00:00:00+05:30,310.0,315.8,291.1,301.05,955481
2022-05-22 00:00:00+05:30,303.75,346.7,295.0,336.4,2014129
2022-05-29 00:00:00+05:30,316.05,319.7,295.0,305.6,1589772
2022-06-05 00:00:00+05:30,309.2,316.7,306.25,307.25,485349
2022-06-12 00:00:00+05:30,303.25,330.0,302.2,326.55,619940
2022-06-19 00:00:00+05:30,324.8,324.8,297.0,300.5,452300
2022-06-26 00:00:00+05:30,300.0,305.0,273.1,286.45,434033
2022-07-03 00:00:00+05:30,292.0,292.2,275.7,276.85,271032
2022-07-10 00:00:00+05:30,277.1,288.8,274.25,284.4,344101
2022-07-17 00:00:00+05:30,286.0,304.85,280.0,287.15,442539
2022-07-24 00:00:00+05:30,290.8,306.6,289.35,296.85,342506
2022-07-31 00:00:00+05:30,300.0,304.0,280.4,301.85,429336
2022-08-07 00:00:00+05:30,303.8,314.05,298.25,301.05,624395
2022-08-14 00:00:00+05:30,300.0,322.0,285.3,298.6,421560
2022-08-21 00:00:00+05:30,300.0,304.35,296.5,299.2,386851
2022-08-28 00:00:00+05:30,299.0,306.35,284.95,301.1,466882
2022-09-04 00:00:00+05:30,292.7,306.0,292.0,294.95,476602
2022-09-11 00:00:00+05:30,296.7,308.0,295.75,305.45,701550
2022-09-18 00:00:00+05:30,307.45,308.5,295.45,297.6,883847
2022-09-25 00:00:00+05:30,303.0,303.0,292.1,293.4,755771
2022-10-02 00:00:00+05:30,285.55,300.8,285.0,286.3,918696
2022-10-09 00:00:00+05:30,288.0,294.6,284.0,287.65,501688
2022-10-16 00:00:00+05:30,287.65,291.35,280.05,290.0,524510
2022-10-23 00:00:00+05:30,287.55,309.8,284.5,296.55,593005
2022-10-30 00:00:00+05:30,298.0,301.4,289.0,291.75,352710
2022-11-06 00:00:00+05:30,293.4,312.45,293.05,308.75,1059769
2022-11-13 00:00:00+05:30,310.0,314.7,289.25,299.85,611054
2022-11-20 00:00:00+05:30,300.0,306.2,293.0,296.75,581905
2022-11-27 00:00:00+05:30,304.95,307.45,290.7,293.65,483082
2022-12-04 00:00:00+05:30,292.05,297.9,291.7,295.55,794329
2022-12-11 00:00:00+05:30,295.95,297.9,290.0,291.5,396548
2022-12-18 00:00:00+05:30,295.75,299.0,290.05,291.15,339246
2022-12-25 00:00:00+05:30,289.3,317.75,282.4,284.75,2583113
2023-01-01 00:00:00+05:30,282.0,317.15,282.0,313.6,1223091
2023-01-08 00:00:00+05:30,313.95,334.9,301.25,303.1,1613989
2023-01-15 00:00:00+05:30,307.0,310.95,294.25,306.25,634533
2023-01-22 00:00:00+05:30,306.25,329.0,298.0,326.15,1372356
2023-01-29 00:00:00+05:30,326.15,329.1,298.65,302.95,541874
2023-02-05 00:00:00+05:30,302.0,310.0,295.5,299.45,535346
2023-02-12 00:00:00+05:30,299.45,302.3,294.45,296.6,414647
