datetime,open,high,low,close,volume
2021-07-04 00:00:00+05:30,830.0,832.6,806.2,815.05,215500
2021-07-11 00:00:00+05:30,820.5,823.95,767.5,771.85,1007212
2021-07-18 00:00:00+05:30,778.6,787.5,718.05,785.4,2315636
2021-07-25 00:00:00+05:30,799.5,832.5,737.5,811.25,1890540
2021-08-01 00:00:00+05:30,811.05,924.9,794.5,873.05,3919968
2021-08-08 00:00:00+05:30,887.5,912.45,840.0,876.05,2142096
2021-08-15 00:00:00+05:30,885.0,899.45,800.05,803.6,1999258
2021-08-22 00:00:00+05:30,805.55,837.45,790.0,803.05,998992
2021-08-29 00:00:00+05:30,805.0,834.0,741.4,822.95,2167928
2021-09-05 00:00:00+05:30,828.45,857.55,813.85,849.6,1419402
2021-09-12 00:00:00+05:30,855.0,950.5,840.0,939.75,2670368
2021-09-19 00:00:00+05:30,948.0,1044.7,916.9,945.95,3112358
2021-09-26 00:00:00+05:30,945.95,949.0,869.1,894.15,1238898
2021-10-03 00:00:00+05:30,899.85,899.9,804.1,848.85,3994369
2021-10-10 00:00:00+05:30,859.0,891.9,826.85,854.4,2677779
2021-10-17 00:00:00+05:30,858.0,885.0,843.4,850.65,1359094
2021-10-24 00:00:00+05:30,835.0,895.0,809.1,816.45,3058289
2021-10-31 00:00:00+05:30,820.0,823.8,750.1,800.1,4552117
2021-11-07 00:00:00+05:30,801.0,865.0,801.0,862.45,1646683
2021-11-14 00:00:00+05:30,870.0,923.8,861.25,920.0,9552454
2021-11-21 00:00:00+05:30,924.9,939.95,882.15,910.45,2292015
2021-11-28 00:00:00+05:30,918.0,938.65,862.5,887.1,2322432
2021-12-05 00:00:00+05:30,870.0,957.0,822.65,925.35,2249014
2021-12-12 00:00:00+05:30,928.0,991.9,900.0,985.25,2177173
2021-12-19 00:00:00+05:30,1008.0,1114.55,996.65,1024.15,5698741
2021-12-26 00:00:00+05:30,980.0,1077.0,946.55,1008.5,3224967
2022-01-02 00:00:00+05:30,1013.4,1015.0,980.0,999.8,1259248
2022-01-09 00:00:00+05:30,980.0,990.0,921.0,926.8,3017724
2022-01-16 00:00:00+05:30,921.05,940.0,888.95,937.0,2632790
2022-01-23 00:00:00+05:30,952.0,988.3,935.0,959.45,2052852
2022-01-30 00:00:00+05:30,940.5,964.15,800.25,810.8,4052134
2022-02-06 00:00:00+05:30,805.1,929.0,805.1,909.1,2785241
2022-02-13 00:00:00+05:30,908.3,914.15,869.0,899.0,1188516
2022-02-20 00:00:00+05:30,854.0,868.0,784.0,830.45,2146427
2022-02-27 00:00:00+05:30,819.95,845.6,770.9,835.55,1387240
2022-03-06 00:00:00+05:30,823.0,874.8,803.8,860.8,1277667
2022-03-13 00:00:00+05:30,840.1,905.0,815.0,900.1,2212832
2022-03-20 00:00:00+05:30,908.65,955.0,878.2,911.6,1739408
2022-03-27 00:00:00+05:30,918.0,967.95,895.0,900.2,1933516
2022-04-03 00:00:00+05:30,896.0,944.0,888.8,941.35,1579727
2022-04-10 00:00:00+05:30,950.0,1024.9,935.0,1004.75,2872880
2022-04-17 00:00:00+05:30,1012.35,1077.7,1005.05,1061.05,2211774
2022-04-24 00:00:00+05:30,1063.75,1100.0,1016.0,1073.3,2414217
2022-05-01 00:00:00+05:30,1064.7,1070.0,1000.0,1023.3,1773576
2022-05-08 00:00:00+05:30,1020.0,1059.2,945.5,949.95,1265496
2022-05-15 00:00:00+05:30,925.0,930.0,801.0,870.6,2316485
2022-05-22 00:00:00+05:30,880.0,931.25,865.95,918.55,2235421
2022-05-29 00:00:00+05:30,929.8,938.0,851.55,869.1,1838286
2022-06-05 00:00:00+05:30,885.0,1008.0,874.35,996.75,3676618
2022-06-12 00:00:00+05:30,995.0,1000.0,935.25,942.75,1733958
2022-06-19 00:00:00+05:30,922.0,950.0,852.0,857.1,1689945
2022-06-26 00:00:00+05:30,855.0,887.0,831.4,882.95,1078815
2022-07-03 00:00:00+05:30,890.5,895.55,816.5,846.25,1758618
2022-07-10 00:00:00+05:30,849.0,894.0,831.0,874.35,1276478
2022-07-17 00:00:00+05:30,874.35,895.0,850.05,869.7,924413
2022-07-24 00:00:00+05:30,881.0,938.2,873.6,907.8,1891947
2022-07-31 00:00:00+05:30,911.95,966.75,881.0,955.75,2158148
2022-08-07 00:00:00+05:30,970.0,1075.0,966.0,1029.6,3270336
2022-08-14 00:00:00+05:30,1029.6,1128.4,1005.4,1119.95,2140598
2022-08-21 00:00:00+05:30,1112.0,1146.95,1040.5,1063.25,1946205
2022-08-28 00:00:00+05:30,1063.25,1084.5,972.1,976.15,1972816
2022-09-04 00:00:00+05:30,957.9,1050.5,941.0,1035.5,3707674
2022-09-11 00:00:00+05:30,1040.8,1083.45,1007.05,1017.45,2034163
2022-09-18 00:00:00+05:30,1021.0,1113.0,997.7,1066.75,3205250
2022-09-25 00:00:00+05:30,1072.0,1102.35,1046.75,1083.8,1914897
2022-10-02 00:00:00+05:30,1077.0,1088.65,1006.55,1038.05,1955570
2022-10-09 00:00:00+05:30,1086.0,1177.0,1046.6,1148.2,2831994
2022-10-16 00:00:00+05:30,1139.0,1143.9,1080.0,1120.75,1739119
2022-10-23 00:00:00+05:30,1117.1,1143.75,1057.2,1077.75,1165139
2022-10-30 00:00:00+05:30,1100.0,1114.1,1065.05,1078.05,662260
2022-11-06 00:00:00+05:30,1082.0,1121.0,1066.05,1099.8,1559706
2022-11-13 00:00:00+05:30,1108.6,1130.0,987.95,1050.35,3278684
2022-11-20 00:00:00+05:30,1055.65,1106.8,1051.25,1081.7,1627187
2022-11-27 00:00:00+05:30,1087.15,1144.8,1064.0,1081.85,2338683
2022-12-04 00:00:00+05:30,1086.8,1193.0,1070.0,1185.5,3251666
2022-12-11 00:00:00+05:30,1189.0,1193.0,1111.1,1166.15,3899774
2022-12-18 00:00:00+05:30,1161.05,1179.0,1104.0,1115.1,2403809
2022-12-25 00:00:00+05:30,1120.7,1152.45,1018.65,1038.3,1778241
2023-01-01 00:00:00+05:30,1028.0,1142.0,1023.15,1092.0,1537210
2023-01-08 00:00:00+05:30,1093.0,1150.0,1080.0,1119.6,2174208
2023-01-15 00:00:00+05:30,1127.8,1137.75,1080.0,1135.0,2719415
2023-01-22 00:00:00+05:30,1142.5,1200.0,1085.0,1196.7,2292653
2023-01-29 00:00:00+05:30,1199.8,1200.0,1110.0,1139.25,1267273
2023-02-05 00:00:00+05:30,1133.0,1200.0,1125.0,1173.3,2242385
2023-02-12 00:00:00+05:30,1176.0,1217.5,1165.0,1191.7,2078934
2023-02-19 00:00:00+05:30,1197.8,1337.9,1185.1,1287.9,4829246
2023-02-26 00:00:00+05:30,1295.25,1311.9,1215.55,1222.7,2349117
2023-03-05 00:00:00+05:30,1227.2,1284.0,1181.0,1227.5,2669043
2023-03-12 00:00:00+05:30,1239.25,1252.0,1164.0,1199.15,2295481
2023-03-19 00:00:00+05:30,1199.0,1275.1,1171.25,1244.9,4318106
2023-03-26 00:00:00+05:30,1268.0,1268.0,1184.15,1208.95,1735722
2023-04-02 00:00:00+05:30,1216.75,1217.75,1185.6,1205.35,1323496
2023-04-09 00:00:00+05:30,1209.9,1214.0,1162.0,1198.1,878169
2023-04-16 00:00:00+05:30,1204.95,1209.8,1178.55,1189.95,1284048
2023-04-23 00:00:00+05:30,1196.9,1251.75,1168.0,1230.05,1906854
2023-04-30 00:00:00+05:30,1230.05,1238.1,1191.6,1195.05,1640430
2023-05-07 00:00:00+05:30,1195.4,1220.0,1188.0,1189.75,770297
2023-05-14 00:00:00+05:30,1191.05,1197.65,1172.35,1179.75,1406586
2023-05-21 00:00:00+05:30,1190.0,1191.8,1086.0,1092.7,4396067
2023-05-28 00:00:00+05:30,1095.0,1160.0,1047.0,1128.35,3472052
2023-06-04 00:00:00+05:30,1129.6,1152.0,1101.0,1135.45,2914961
2023-06-11 00:00:00+05:30,1145.0,1229.0,1140.75,1227.75,4030918
2023-06-18 00:00:00+05:30,1230.0,1352.0,1228.1,1297.8,3678379
2023-06-25 00:00:00+05:30,1309.8,1398.0,1275.05,1337.2,3429653
2023-07-02 00:00:00+05:30,1345.95,1354.0,1298.0,1305.3,1828199
2023-07-09 00:00:00+05:30,1362.0,1364.95,1305.0,1317.65,2234745
2023-07-16 00:00:00+05:30,1323.0,1362.0,1301.0,1331.55,2662243
2023-07-23 00:00:00+05:30,1339.95,1438.8,1332.5,1424.8,3594888
2023-07-30 00:00:00+05:30,1432.65,1545.0,1425.0,1538.65,4300159
2023-08-06 00:00:00+05:30,1466.0,1600.0,1466.0,1528.05,3109621
2023-08-13 00:00:00+05:30,1541.95,1586.95,1444.0,1551.85,4183716
2023-08-20 00:00:00+05:30,1551.0,1638.0,1543.1,1549.75,3784671
2023-08-27 00:00:00+05:30,1553.8,1709.0,1509.9,1694.7,4571124
2023-09-03 00:00:00+05:30,1704.3,1741.0,1607.25,1729.5,7494504
2023-09-10 00:00:00+05:30,1729.5,1800.0,1703.0,1716.45,4429042
2023-09-17 00:00:00+05:30,1719.95,1754.9,1590.05,1620.2,4008128
2023-09-24 00:00:00+05:30,1620.2,1639.95,1561.15,1578.25,1905948
2023-10-01 00:00:00+05:30,1578.25,1679.0,1519.1,1625.0,3697721
2023-10-08 00:00:00+05:30,1630.0,1657.55,1599.0,1619.3,2150397
2023-10-15 00:00:00+05:30,1610.0,1723.0,1554.0,1712.15,3721700
2023-10-22 00:00:00+05:30,1724.4,1788.35,1678.95,1709.05,3570399
2023-10-29 00:00:00+05:30,1725.0,1725.0,1587.45,1623.9,2640369
2023-11-05 00:00:00+05:30,1628.0,1637.65,1506.15,1543.3,4994232
2023-11-12 00:00:00+05:30,1545.95,1671.05,1538.05,1665.2,5173378
2023-11-19 00:00:00+05:30,1665.2,1714.9,1648.05,1683.1,4928826
2023-11-26 00:00:00+05:30,1694.0,1722.3,1640.15,1696.25,5115729
2023-12-03 00:00:00+05:30,1709.9,1774.0,1632.95,1644.95,26784862
2023-12-10 00:00:00+05:30,1693.0,1694.0,1579.15,1601.55,3980892
2023-12-17 00:00:00+05:30,1601.0,1645.0,1596.95,1615.85,3663329
2023-12-24 00:00:00+05:30,1613.0,1629.85,1540.4,1588.15,2991073
2023-12-31 00:00:00+05:30,1593.9,1605.05,1520.15,1536.8,2917574
2024-01-07 00:00:00+05:30,1553.9,1560.0,1432.9,1523.75,7437560
2024-01-14 00:00:00+05:30,1524.05,1589.0,1494.55,1552.85,4654491
2024-01-21 00:00:00+05:30,1554.9,1569.9,1477.25,1540.0,2712521
2024-01-28 00:00:00+05:30,1539.0,1542.85,1478.0,1489.85,1866521
2024-02-04 00:00:00+05:30,1479.95,1543.9,1456.6,1478.65,5696908
2024-02-11 00:00:00+05:30,1478.65,1494.0,1326.75,1342.6,6334870
2024-02-18 00:00:00+05:30,1358.95,1444.2,1305.0,1433.15,3114219
2024-02-25 00:00:00+05:30,1433.2,1470.0,1402.4,1449.25,2359208
2024-03-03 00:00:00+05:30,1449.3,1571.4,1443.05,1531.85,4475226
2024-03-10 00:00:00+05:30,1539.9,1589.9,1523.6,1582.65,1594375
2024-03-17 00:00:00+05:30,1587.9,1660.0,1440.0,1474.7,8931908
2024-03-24 00:00:00+05:30,1472.95,1570.85,1463.7,1518.85,2446214
2024-03-31 00:00:00+05:30,1497.8,1512.35,1455.55,1495.95,1713395
