datetime,open,high,low,close,volume
2021-07-11 00:00:00+05:30,1691.0,1775.0,1685.7,1724.0,2048510
2021-07-18 00:00:00+05:30,1735.05,1763.0,1718.0,1745.6,1886407
2021-07-25 00:00:00+05:30,1746.0,1811.9,1732.8,1795.05,2044695
2021-08-01 00:00:00+05:30,1799.9,1823.4,1670.0,1704.4,2531430
2021-08-08 00:00:00+05:30,1705.0,1716.0,1640.0,1643.2,2991304
2021-08-15 00:00:00+05:30,1654.65,1667.8,1626.3,1642.0,2731971
2021-08-22 00:00:00+05:30,1644.9,1702.35,1634.9,1677.05,2886574
2021-08-29 00:00:00+05:30,1697.5,1700.0,1640.45,1655.6,2672607
2021-09-05 00:00:00+05:30,1655.6,1753.4,1655.6,1724.5,4652121
2021-09-12 00:00:00+05:30,1739.0,1741.95,1695.35,1735.5,2322702
2021-09-19 00:00:00+05:30,1732.0,1751.8,1710.5,1732.55,2144935
2021-09-26 00:00:00+05:30,1722.55,1740.0,1684.0,1690.85,1863059
2021-10-03 00:00:00+05:30,1688.1,1695.6,1656.5,1687.8,1461527
2021-10-10 00:00:00+05:30,1690.0,1703.9,1672.35,1687.65,1127736
2021-10-17 00:00:00+05:30,1692.95,1724.1,1678.0,1681.2,1056556
2021-10-24 00:00:00+05:30,1684.4,1691.45,1555.0,1563.65,2150497
2021-10-31 00:00:00+05:30,1571.9,1574.0,1501.0,1542.6,3805612
2021-11-07 00:00:00+05:30,1530.0,1540.0,1502.15,1521.9,2627178
2021-11-14 00:00:00+05:30,1529.0,1555.0,1510.0,1522.9,1816936
2021-11-21 00:00:00+05:30,1525.0,1528.95,1470.6,1476.9,1663120
2021-11-28 00:00:00+05:30,1476.9,1495.3,1446.0,1459.2,2602099
2021-12-05 00:00:00+05:30,1462.0,1469.25,1414.0,1450.05,3140267
2021-12-12 00:00:00+05:30,1457.7,1464.0,1423.4,1438.35,2695540
2021-12-19 00:00:00+05:30,1450.0,1470.95,1410.5,1428.9,2426482
2021-12-26 00:00:00+05:30,1427.0,1476.9,1392.85,1457.65,2693635
2022-01-02 00:00:00+05:30,1460.0,1484.9,1442.0,1481.3,1619508
2022-01-09 00:00:00+05:30,1482.0,1491.95,1445.15,1469.9,1608896
2022-01-16 00:00:00+05:30,1479.9,1479.9,1437.0,1463.6,1451725
2022-01-23 00:00:00+05:30,1470.0,1489.5,1427.0,1444.9,2197792
2022-01-30 00:00:00+05:30,1444.0,1453.7,1375.6,1401.5,1863969
2022-02-06 00:00:00+05:30,1410.0,1477.8,1402.65,1455.1,1616573
2022-02-13 00:00:00+05:30,1455.1,1469.95,1431.05,1455.5,1375303
2022-02-20 00:00:00+05:30,1442.1,1448.0,1401.8,1410.45,1428061
2022-02-27 00:00:00+05:30,1410.45,1435.15,1390.0,1409.75,1633805
2022-03-06 00:00:00+05:30,1409.0,1454.9,1398.0,1439.3,1733035
2022-03-13 00:00:00+05:30,1407.0,1525.0,1388.0,1498.5,3013619
2022-03-20 00:00:00+05:30,1502.5,1541.0,1487.65,1533.75,1715723
2022-03-27 00:00:00+05:30,1533.75,1543.95,1479.1,1518.65,1953210
