symbol,entry_date,entry_time,prev_close,gap_pct,first_candle_high,first_candle_low,entry,sl,tp,quantity,position_value,risk_amount,exit_date,exit_time,exit_price,exit_reason,pnl_rupees,r_multiple,holding_days
PTCIL,2026-05-27,2026-05-27 09:15:00,16531.0,1.02,16941.0,16607.0,16957.94,16607.0,17484.35,5,84789.7,1754.7,2026-05-29,2026-05-29 09:15:00,16607.0,SL_HIT,-1754.7,-1.0,2
PETRONET,2026-06-15,2026-06-15 09:15:00,274.75,2.09,287.7,280.25,287.99,280.25,299.6,322,92732.78,2492.28,2026-06-18,2026-06-18 15:15:00,287.55,TIME_EXIT,-141.68,-0.06,3
PWL,2026-05-11,2026-05-11 09:15:00,108.53,1.82,115.7,110.5,115.82,110.5,123.8,469,54319.58,2495.08,2026-05-12,2026-05-12 09:15:00,110.5,SL_HIT,-2495.08,-1.0,1
POLYMED,2026-05-06,2026-05-06 09:15:00,1596.8,1.45,1657.4,1620.0,1659.06,1620.0,1717.65,60,99543.6,2343.6,2026-05-11,2026-05-11 15:15:00,1652.3,TIME_EXIT,-405.6,-0.17,5
PREMIERENE,2026-05-26,2026-05-26 09:15:00,985.0,2.34,1021.0,1001.0,1022.02,1001.0,1053.55,97,99135.94,2038.94,2026-05-27,2026-05-27 15:15:00,1053.55,TP_HIT,3058.41,1.5,1
PREMIERENE,2026-05-29,2026-05-29 09:15:00,1046.0,1.34,1081.2,1053.1,1082.28,1053.1,1126.05,85,91993.8,2480.3,2026-06-01,2026-06-01 09:15:00,1053.1,SL_HIT,-2480.3,-1.0,3
PRESTIGE,2026-06-15,2026-06-15 09:15:00,1387.3,2.0,1437.8,1394.0,1439.24,1394.0,1507.1,55,79158.2,2488.2,2026-06-16,2026-06-16 13:15:00,1507.1,TP_HIT,3732.3,1.5,1
PNB,2026-06-15,2026-06-15 09:15:00,106.88,1.09,109.48,108.05,109.59,108.05,111.9,912,99946.08,1404.48,2026-06-16,2026-06-16 09:15:00,108.05,SL_HIT,-1404.48,-1.0,1
RRKABEL,2026-05-14,2026-05-14 09:15:00,1957.3,1.41,2040.0,1967.8,2042.04,1967.8,2153.4,33,67387.32,2449.92,2026-05-15,2026-05-15 09:15:00,1967.8,SL_HIT,-2449.92,-1.0,1
RRKABEL,2026-05-21,2026-05-21 09:15:00,1962.4,1.25,2008.0,1982.8,2010.01,1982.8,2050.82,49,98490.49,1333.29,2026-05-22,2026-05-22 09:15:00,1982.8,SL_HIT,-1333.29,-1.0,1
RRKABEL,2026-06-16,2026-06-16 09:15:00,2187.4,1.03,2269.9,2205.0,2272.17,2205.0,2372.93,37,84070.29,2485.29,2026-06-17,2026-06-17 09:15:00,2205.0,SL_HIT,-2485.29,-1.0,1
RRKABEL,2026-06-18,2026-06-18 09:15:00,2209.8,1.19,2335.0,2230.0,2337.33,2230.0,2498.32,23,53758.59,2468.59,2026-06-22,2026-06-22 15:15:00,2355.9,TIME_EXIT,427.11,0.17,4
RBLBANK,2026-06-15,2026-06-15 09:15:00,365.85,1.13,375.15,367.95,375.53,367.95,386.9,266,99890.98,2016.28,2026-06-16,2026-06-16 10:15:00,367.95,SL_HIT,-2016.28,-1.0,1
REDINGTON,2026-06-18,2026-06-18 09:15:00,243.55,1.75,258.5,245.6,258.76,245.6,278.5,189,48905.64,2487.24,2026-06-19,2026-06-19 10:15:00,278.5,TP_HIT,3730.86,1.5,1
SRF,2026-05-06,2026-05-06 09:15:00,2522.8,3.26,2659.8,2582.2,2662.46,2582.2,2782.85,31,82536.26,2488.06,2026-05-08,2026-05-08 09:15:00,2782.85,TP_HIT,3732.09,1.5,2
SAILIFE,2026-05-14,2026-05-14 09:15:00,1085.4,2.35,1138.2,1100.0,1139.34,1100.0,1198.35,63,71778.42,2478.42,2026-05-15,2026-05-15 09:15:00,1100.0,SL_HIT,-2478.42,-1.0,1
SAMMAANCAP,2026-05-21,2026-05-21 09:15:00,141.8,4.51,158.0,148.0,158.16,148.0,173.4,246,38907.36,2499.36,2026-05-25,2026-05-25 15:15:00,168.51,TIME_EXIT,2546.1,1.02,4
SAMMAANCAP,2026-05-25,2026-05-25 09:15:00,161.46,1.33,168.86,161.75,169.03,161.75,179.95,343,57977.29,2497.04,2026-05-29,2026-05-29 14:15:00,179.95,TP_HIT,3745.56,1.5,4
SAMMAANCAP,2026-06-30,2026-06-30 09:15:00,167.64,1.41,175.0,169.4,175.17,169.4,183.82,433,75848.61,2498.41,2026-07-03,2026-07-03 15:15:00,175.6,TIME_EXIT,186.19,0.07,3
MOTHERSON,2026-06-15,2026-06-15 09:15:00,143.4,1.88,149.42,146.1,149.57,146.1,154.77,668,99912.76,2317.96,2026-06-17,2026-06-17 09:15:00,146.1,SL_HIT,-2317.96,-1.0,2
SAREGAMA,2026-05-14,2026-05-14 09:15:00,335.05,1.78,347.6,339.35,347.95,339.35,360.85,287,99861.65,2468.2,2026-05-15,2026-05-15 09:15:00,360.85,TP_HIT,3702.3,1.5,1
SAREGAMA,2026-05-15,2026-05-15 09:15:00,384.55,1.42,403.0,389.0,403.4,389.0,425.0,173,69788.2,2491.2,2026-05-18,2026-05-18 14:15:00,389.0,SL_HIT,-2491.2,-1.0,3
SAREGAMA,2026-06-01,2026-06-01 09:15:00,424.15,4.68,477.5,438.6,477.98,438.6,537.05,63,30112.74,2480.94,2026-06-04,2026-06-04 15:15:00,453.9,TIME_EXIT,-1517.04,-0.61,3
SCHNEIDER,2026-05-21,2026-05-21 09:15:00,1300.0,3.31,1350.1,1310.0,1351.45,1310.0,1413.62,60,81087.0,2487.0,2026-05-22,2026-05-22 10:15:00,1310.0,SL_HIT,-2487.0,-1.0,1
SCHNEIDER,2026-05-27,2026-05-27 09:15:00,1376.8,1.46,1417.8,1376.8,1419.22,1376.8,1482.85,58,82314.76,2460.36,2026-05-29,2026-05-29 09:15:00,1376.8,SL_HIT,-2460.36,-1.0,2
SCHNEIDER,2026-06-05,2026-06-05 09:15:00,1109.8,3.08,1184.0,1116.0,1185.18,1116.0,1288.95,36,42666.48,2490.48,2026-06-08,2026-06-08 09:15:00,1116.0,SL_HIT,-2490.48,-1.0,3
SCHNEIDER,2026-06-22,2026-06-22 09:15:00,1331.4,1.01,1376.5,1343.2,1377.88,1343.2,1429.9,72,99207.36,2496.96,2026-06-23,2026-06-23 09:15:00,1429.9,TP_HIT,3745.44,1.5,1
SCI,2026-06-15,2026-06-15 09:15:00,297.05,2.04,321.05,302.0,321.37,302.0,350.43,129,41456.73,2498.73,2026-06-18,2026-06-18 15:15:00,308.75,TIME_EXIT,-1627.98,-0.65,3
SHREECEM,2026-05-07,2026-05-07 09:15:00,24975.0,1.9,25950.0,25430.0,25975.95,25430.0,26794.88,3,77927.85,1637.85,2026-05-08,2026-05-08 09:15:00,25430.0,SL_HIT,-1637.85,-1.0,1
SHREECEM,2026-06-24,2026-06-24 09:15:00,25035.0,2.02,25960.0,24955.0,25985.96,24955.0,27532.4,2,51971.92,2061.92,2026-06-29,2026-06-29 15:15:00,25280.0,TIME_EXIT,-1411.92,-0.68,5
SHREECEM,2026-07-01,2026-07-01 09:15:00,25250.0,1.35,26045.0,25525.0,26071.04,25525.0,26890.1,3,78213.12,1638.12,2026-07-03,2026-07-03 11:15:00,26890.1,TP_HIT,2457.18,1.5,2
SHRIRAMFIN,2026-06-25,2026-06-25 09:15:00,1019.0,1.08,1052.0,1030.0,1053.05,1030.0,1087.62,94,98986.7,2166.7,2026-06-29,2026-06-29 15:15:00,1030.0,SL_HIT,-2166.7,-1.0,4
SHYAMMETL,2026-06-18,2026-06-18 09:15:00,955.55,1.95,992.7,970.0,993.69,970.0,1029.23,100,99369.0,2369.0,2026-06-19,2026-06-19 12:15:00,970.0,SL_HIT,-2369.0,-1.0,1
ENRIN,2026-05-29,2026-05-29 09:15:00,3766.1,1.3,3968.0,3809.0,3971.97,3809.0,4216.42,15,59579.55,2444.55,2026-06-01,2026-06-01 09:15:00,3809.0,SL_HIT,-2444.55,-1.0,3
SIEMENS,2026-05-21,2026-05-21 09:15:00,3696.4,1.15,3780.0,3724.0,3783.78,3724.0,3873.45,26,98378.28,1554.28,2026-05-22,2026-05-22 09:15:00,3724.0,SL_HIT,-1554.28,-1.0,1
SONATSOFTW,2026-05-08,2026-05-08 09:15:00,270.75,1.57,297.5,274.7,297.8,274.7,332.45,108,32162.4,2494.8,2026-05-11,2026-05-11 15:15:00,299.0,TIME_EXIT,129.6,0.05,3
STARHEALTH,2026-06-18,2026-06-18 09:15:00,533.7,1.18,572.65,537.95,573.22,537.95,626.12,70,40125.4,2468.9,2026-06-22,2026-06-22 15:15:00,580.6,TIME_EXIT,516.6,0.21,4
SAIL,2026-05-27,2026-05-27 09:15:00,203.84,1.05,207.25,204.46,207.46,204.46,211.96,482,99995.72,1446.0,2026-05-29,2026-05-29 09:15:00,204.46,SL_HIT,-1446.0,-1.0,2
SPLPETRO,2026-06-12,2026-06-12 09:15:00,667.2,1.36,697.2,676.25,697.9,676.25,730.38,115,80258.5,2489.75,2026-06-15,2026-06-15 15:15:00,700.0,TIME_EXIT,241.5,0.1,3
SYRMA,2026-06-23,2026-06-23 09:15:00,1336.2,1.78,1410.0,1358.1,1411.41,1358.1,1491.38,46,64924.86,2452.26,2026-06-25,2026-06-25 10:15:00,1491.38,TP_HIT,3678.62,1.5,2
SYRMA,2026-06-25,2026-06-25 09:15:00,1424.7,1.0,1469.5,1428.0,1470.97,1428.0,1535.43,58,85316.26,2492.26,2026-06-29,2026-06-29 09:15:00,1428.0,SL_HIT,-2492.26,-1.0,4
TBOTEK,2026-06-15,2026-06-15 09:15:00,1352.8,3.49,1497.9,1389.2,1499.4,1389.2,1664.7,22,32986.8,2424.4,2026-06-18,2026-06-18 15:15:00,1462.0,TIME_EXIT,-822.8,-0.34,3
TATACAP,2026-06-25,2026-06-25 09:15:00,354.05,2.46,373.0,358.2,373.37,358.2,396.12,164,61232.68,2487.88,2026-06-29,2026-06-29 09:15:00,358.2,SL_HIT,-2487.88,-1.0,4
TATACONSUM,2026-05-11,2026-05-11 09:15:00,1176.2,2.21,1253.6,1200.0,1254.85,1200.0,1337.12,45,56468.25,2468.25,2026-05-14,2026-05-14 15:15:00,1226.4,TIME_EXIT,-1280.25,-0.52,3
TMPV,2026-05-15,2026-05-15 09:15:00,338.75,3.91,366.95,352.0,367.32,352.0,390.3,163,59873.16,2497.16,2026-05-18,2026-05-18 09:15:00,352.0,SL_HIT,-2497.16,-1.0,3
TMPV,2026-06-15,2026-06-15 09:15:00,390.0,2.1,407.8,396.1,408.21,396.1,426.37,206,84091.26,2494.66,2026-06-16,2026-06-16 09:15:00,396.1,SL_HIT,-2494.66,-1.0,1
TECHM,2026-05-19,2026-05-19 09:15:00,1393.8,1.14,1453.0,1409.0,1454.45,1409.0,1522.62,55,79994.75,2499.75,2026-05-20,2026-05-20 09:15:00,1409.0,SL_HIT,-2499.75,-1.0,1
TECHM,2026-06-02,2026-06-02 09:15:00,1504.1,1.28,1537.1,1514.6,1538.64,1514.6,1574.7,64,98472.96,1538.56,2026-06-03,2026-06-03 09:15:00,1514.6,SL_HIT,-1538.56,-1.0,1
TEJASNET,2026-05-06,2026-05-06 09:15:00,425.6,1.03,451.45,426.7,451.9,426.7,489.7,99,44738.1,2494.8,2026-05-07,2026-05-07 09:15:00,489.7,TP_HIT,3742.2,1.5,1
TEJASNET,2026-05-07,2026-05-07 09:15:00,463.2,1.05,518.7,467.75,519.22,467.75,596.43,48,24922.56,2470.56,2026-05-11,2026-05-11 14:15:00,467.75,SL_HIT,-2470.56,-1.0,4
TEJASNET,2026-05-19,2026-05-19 09:15:00,436.7,1.26,476.0,442.0,476.48,442.0,528.2,72,34306.56,2482.56,2026-05-22,2026-05-22 15:15:00,466.85,TIME_EXIT,-693.36,-0.28,3
TEJASNET,2026-06-12,2026-06-12 09:15:00,573.5,1.26,594.3,575.0,594.89,575.0,624.72,125,74361.25,2486.25,2026-06-15,2026-06-15 15:15:00,582.35,TIME_EXIT,-1567.5,-0.63,3
TENNIND,2026-05-25,2026-05-25 09:15:00,594.15,1.83,633.0,605.0,633.63,605.0,676.58,87,55125.81,2490.81,2026-05-29,2026-05-29 09:15:00,605.0,SL_HIT,-2490.81,-1.0,4
TENNIND,2026-06-17,2026-06-17 09:15:00,563.45,1.16,577.8,564.0,578.38,564.0,599.95,172,99481.36,2473.36,2026-06-19,2026-06-19 09:15:00,564.0,SL_HIT,-2473.36,-1.0,2
NIACL,2026-06-15,2026-06-15 09:15:00,152.8,1.37,157.86,154.5,158.02,154.5,163.3,632,99868.64,2224.64,2026-06-16,2026-06-16 09:15:00,163.3,TP_HIT,3336.96,1.5,1
NIACL,2026-06-18,2026-06-18 09:15:00,165.46,1.54,188.5,167.74,188.69,167.74,220.11,119,22454.11,2493.05,2026-06-22,2026-06-22 15:15:00,212.25,TIME_EXIT,2803.64,1.12,4
NIACL,2026-06-22,2026-06-22 09:15:00,202.31,1.58,215.59,205.5,215.81,205.5,231.28,242,52226.02,2495.02,2026-06-23,2026-06-23 09:15:00,205.5,SL_HIT,-2495.02,-1.0,1
THERMAX,2026-05-08,2026-05-08 09:15:00,4182.3,4.49,4550.0,4306.0,4554.55,4306.0,4927.38,10,45545.5,2485.5,2026-05-11,2026-05-11 15:15:00,4536.0,TIME_EXIT,-185.5,-0.07,3
THERMAX,2026-05-29,2026-05-29 09:15:00,4590.6,1.49,4925.0,4650.0,4929.92,4650.0,5349.8,8,39439.36,2239.36,2026-06-01,2026-06-01 15:15:00,4969.0,TIME_EXIT,312.64,0.14,3
TIMKEN,2026-06-22,2026-06-22 09:15:00,3689.4,1.01,3767.9,3693.6,3771.67,3693.6,3888.78,26,98063.42,2029.82,2026-06-25,2026-06-25 12:15:00,3693.6,SL_HIT,-2029.82,-1.0,3
TITAGARH,2026-05-25,2026-05-25 09:15:00,757.3,1.8,816.8,767.0,817.62,767.0,893.55,49,40063.38,2480.38,2026-05-29,2026-05-29 15:15:00,826.8,TIME_EXIT,449.82,0.18,4
TITAGARH,2026-06-18,2026-06-18 09:15:00,920.4,1.48,971.0,934.0,971.97,934.0,1028.93,65,63178.05,2468.05,2026-06-19,2026-06-19 09:15:00,934.0,SL_HIT,-2468.05,-1.0,1
TRAVELFOOD,2026-06-15,2026-06-15 09:15:00,1241.7,2.68,1333.0,1257.5,1334.33,1257.5,1449.57,32,42698.56,2458.56,2026-06-18,2026-06-18 15:15:00,1331.0,TIME_EXIT,-106.56,-0.04,3
TRENT,2026-06-15,2026-06-15 09:15:00,2755.3,1.31,2874.9,2791.3,2877.77,2791.3,3007.47,28,80577.56,2421.16,2026-06-17,2026-06-17 09:15:00,3007.47,TP_HIT,3631.6,1.5,2
UNITDSPR,2026-06-18,2026-06-18 09:15:00,1308.0,1.61,1347.1,1325.3,1348.45,1325.3,1383.18,74,99785.3,1713.1,2026-06-19,2026-06-19 10:15:00,1325.3,SL_HIT,-1713.1,-1.0,1
USHAMART,2026-05-27,2026-05-27 09:15:00,480.8,1.29,509.75,485.0,510.26,485.0,548.15,98,50005.48,2475.48,2026-06-01,2026-06-01 15:15:00,491.05,TIME_EXIT,-1882.58,-0.76,5
USHAMART,2026-06-29,2026-06-29 09:15:00,473.1,1.04,488.15,476.65,488.64,476.65,506.62,204,99682.56,2445.96,2026-07-02,2026-07-02 15:15:00,501.7,TIME_EXIT,2664.24,1.09,3
VTL,2026-06-01,2026-06-01 09:15:00,577.15,4.98,622.0,602.45,622.62,602.45,652.88,123,76582.26,2480.91,2026-06-02,2026-06-02 09:15:00,602.45,SL_HIT,-2480.91,-1.0,1
VEDL,2026-05-14,2026-05-14 09:15:00,323.35,1.75,335.95,325.1,336.29,325.1,353.08,223,74992.67,2495.37,2026-05-15,2026-05-15 09:15:00,325.1,SL_HIT,-2495.37,-1.0,1
VIJAYA,2026-06-05,2026-06-05 09:15:00,1359.4,1.04,1427.8,1365.2,1429.23,1365.2,1525.28,39,55739.97,2497.17,2026-06-08,2026-06-08 09:15:00,1365.2,SL_HIT,-2497.17,-1.0,3
WELCORP,2026-06-23,2026-06-23 09:15:00,1404.4,1.03,1439.0,1409.5,1440.44,1409.5,1486.85,69,99390.36,2134.86,2026-06-24,2026-06-24 09:15:00,1409.5,SL_HIT,-2134.86,-1.0,1
WELCORP,2026-06-25,2026-06-25 09:15:00,1406.0,1.06,1434.0,1410.1,1435.43,1410.1,1473.43,69,99044.67,1747.77,2026-06-29,2026-06-29 09:15:00,1473.43,TP_HIT,2622.0,1.5,4
WELSPUNLIV,2026-06-01,2026-06-01 09:15:00,137.97,3.45,145.9,141.78,146.05,141.78,152.46,585,85439.25,2497.95,2026-06-02,2026-06-02 09:15:00,141.78,SL_HIT,-2497.95,-1.0,1
WELSPUNLIV,2026-06-18,2026-06-18 09:15:00,146.65,1.6,153.21,147.81,153.36,147.81,161.69,450,69012.0,2497.5,2026-06-19,2026-06-19 09:15:00,161.69,TP_HIT,3748.5,1.5,1
WOCKPHARMA,2026-05-06,2026-05-06 09:15:00,1537.0,1.8,1665.0,1558.6,1666.66,1558.6,1828.75,23,38333.18,2485.38,2026-05-11,2026-05-11 15:15:00,1626.0,TIME_EXIT,-935.18,-0.38,5
ZFCVINDIA,2026-05-15,2026-05-15 09:15:00,2353.0,1.27,2448.0,2362.0,2450.45,2362.0,2583.12,28,68612.6,2476.6,2026-05-18,2026-05-18 15:15:00,2394.0,TIME_EXIT,-1580.6,-0.64,3
ZFCVINDIA,2026-06-23,2026-06-23 09:15:00,2599.0,1.96,2708.0,2618.0,2710.71,2618.0,2849.78,26,70478.46,2410.46,2026-06-24,2026-06-24 09:15:00,2849.78,TP_HIT,3615.82,1.5,1
ZEEL,2026-06-01,2026-06-01 09:15:00,93.11,1.06,98.44,92.54,98.54,92.54,107.54,416,40992.64,2496.0,2026-06-03,2026-06-03 11:15:00,92.54,SL_HIT,-2496.0,-1.0,2
ZEEL,2026-06-05,2026-06-05 09:15:00,104.42,2.47,111.6,106.12,111.71,106.12,120.09,447,49934.37,2498.73,2026-06-08,2026-06-08 15:15:00,110.1,TIME_EXIT,-719.67,-0.29,3
ZEEL,2026-06-12,2026-06-12 09:15:00,111.45,1.56,114.95,111.22,115.06,111.22,120.82,651,74904.06,2499.84,2026-06-15,2026-06-15 09:15:00,111.22,SL_HIT,-2499.84,-1.0,3
ZEEL,2026-07-01,2026-07-01 09:15:00,103.51,1.44,111.0,104.6,111.11,104.6,120.88,384,42666.24,2499.84,2026-07-02,2026-07-02 09:15:00,104.6,SL_HIT,-2499.84,-1.0,1
ZENTEC,2026-05-07,2026-05-07 09:15:00,1567.2,1.14,1656.8,1575.6,1658.46,1575.6,1782.75,30,49753.8,2485.8,2026-05-11,2026-05-11 13:15:00,1575.6,SL_HIT,-2485.8,-1.0,4
ZYDUSLIFE,2026-05-14,2026-05-14 09:15:00,939.25,3.06,984.5,961.1,985.48,961.1,1022.05,101,99533.48,2462.38,2026-05-18,2026-05-18 15:15:00,992.0,TIME_EXIT,658.52,0.27,4
ZYDUSLIFE,2026-05-20,2026-05-20 09:15:00,1018.9,4.64,1093.65,1043.75,1094.74,1043.75,1171.22,49,53642.26,2498.51,2026-05-21,2026-05-21 09:15:00,1043.75,SL_HIT,-2498.51,-1.0,1
