symbol,entry_date,high_52wk,breakout_level,entry,sl,tp,quantity,position_value,risk_amount,volume_ratio,exit_date,exit_price,exit_reason,pnl_rupees,r_multiple,holding_days
SYNGENE,2024-12-02,945.25,947.14,947.8,945.25,952.9,105,99519.0,267.75,1.72,2024-12-03,945.25,SL_HIT,-267.75,-1.0,1
SYRMA,2023-10-05,628.0,629.26,638.35,628.0,659.05,156,99582.6,1614.6,3.51,2023-10-09,628.0,SL_HIT,-1614.6,-1.0,4
SYRMA,2025-07-09,647.1,648.39,649.65,647.1,654.75,153,99396.45,390.15,9.32,2025-07-10,654.75,TP_HIT,780.3,2.0,1
SYRMA,2025-09-03,780.5,782.06,791.5,780.5,813.5,126,99729.0,1386.0,4.14,2025-09-04,813.5,TP_HIT,2772.0,2.0,1
SYRMA,2026-04-16,909.9,911.72,968.75,909.9,1086.45,42,40687.5,2471.7,5.21,2026-05-04,1018.55,TIME_EXIT,2091.6,0.85,18
SYRMA,2026-05-05,1032.0,1034.06,1058.35,1032.0,1111.05,94,99484.9,2476.9,1.78,2026-05-06,1032.0,SL_HIT,-2476.9,-1.0,1
SYRMA,2026-06-23,1357.0,1359.71,1373.0,1357.0,1405.0,72,98856.0,1152.0,3.38,2026-06-24,1405.0,TP_HIT,2304.0,2.0,1
SYRMA,2026-06-25,1433.0,1435.87,1440.5,1433.0,1455.5,69,99394.5,517.5,2.37,2026-06-29,1433.0,SL_HIT,-517.5,-1.0,4
TVSMOTOR,2022-09-01,991.45,993.43,1015.1,991.45,1062.4,98,99479.8,2317.7,2.4,2022-09-07,1062.4,TP_HIT,4635.4,2.0,6
TVSMOTOR,2022-09-20,1071.35,1073.49,1082.15,1071.35,1103.75,92,99557.8,993.6,2.14,2022-09-21,1071.35,SL_HIT,-993.6,-1.0,1
TVSMOTOR,2022-10-18,1106.9,1109.11,1129.05,1106.9,1173.35,88,99356.4,1949.2,2.02,2022-10-19,1173.35,TP_HIT,3898.4,2.0,1
TVSMOTOR,2023-05-05,1184.4,1186.77,1214.95,1184.4,1276.05,81,98410.95,2474.55,4.12,2023-05-22,1239.2,TIME_EXIT,1964.25,0.79,17
TVSMOTOR,2023-06-06,1317.0,1319.63,1332.0,1317.0,1362.0,75,99900.0,1125.0,1.86,2023-06-12,1362.0,TP_HIT,2250.0,2.0,6
TVSMOTOR,2023-08-30,1400.9,1403.7,1415.55,1400.9,1444.85,70,99088.5,1025.5,2.38,2023-09-01,1444.85,TP_HIT,2051.0,2.0,2
TVSMOTOR,2023-10-12,1570.1,1573.24,1597.85,1570.1,1653.35,62,99066.7,1720.5,1.63,2023-10-25,1570.1,SL_HIT,-1720.5,-1.0,13
TVSMOTOR,2023-11-17,1688.5,1691.88,1747.6,1688.5,1865.8,42,73399.2,2482.2,2.21,2023-11-29,1865.8,TP_HIT,4964.4,2.0,12
TVSMOTOR,2023-12-13,1958.0,1961.92,2022.3,1958.0,2150.9,38,76847.4,2443.4,2.1,2023-12-20,1958.0,SL_HIT,-2443.4,-1.0,7
TVSMOTOR,2024-02-16,2118.2,2122.44,2138.75,2118.2,2179.85,46,98382.5,945.3,3.0,2024-02-19,2118.2,SL_HIT,-945.3,-1.0,3
TVSMOTOR,2024-03-01,2186.0,2190.37,2242.6,2186.0,2355.8,44,98674.4,2490.4,2.3,2024-03-13,2186.0,SL_HIT,-2490.4,-1.0,12
TVSMOTOR,2024-08-01,2557.05,2562.16,2584.2,2557.05,2638.5,38,98199.6,1031.7,2.68,2024-08-02,2557.05,SL_HIT,-1031.7,-1.0,1
TVSMOTOR,2024-08-13,2618.65,2623.89,2635.8,2618.65,2670.1,37,97524.6,634.55,1.93,2024-08-14,2618.65,SL_HIT,-634.55,-1.0,1
TVSMOTOR,2024-08-23,2715.2,2720.63,2767.0,2715.2,2870.6,36,99612.0,1864.8,2.08,2024-09-09,2765.1,TIME_EXIT,-68.4,-0.04,17
TVSMOTOR,2024-09-27,2902.0,2907.8,2949.7,2902.0,3045.1,33,97340.1,1574.1,1.8,2024-09-30,2902.0,SL_HIT,-1574.1,-1.0,3
TVSMOTOR,2025-08-18,3044.8,3050.89,3219.7,3044.8,3569.5,14,45075.8,2448.6,4.22,2025-09-02,3369.6,TIME_EXIT,2098.6,0.86,15
TVSMOTOR,2025-10-17,3629.7,3636.96,3654.0,3629.7,3702.6,27,98658.0,656.1,2.07,2025-10-23,3629.7,SL_HIT,-656.1,-1.0,6
TVSMOTOR,2026-01-02,3799.9,3807.5,3847.8,3799.9,3943.6,25,96195.0,1197.5,1.91,2026-01-08,3799.9,SL_HIT,-1197.5,-1.0,6
TATACHEM,2022-10-10,1194.0,1196.39,1199.65,1194.0,1210.95,83,99570.95,468.95,1.98,2022-10-11,1194.0,SL_HIT,-468.95,-1.0,1
TATACHEM,2024-03-06,1141.0,1143.28,1178.45,1141.0,1253.35,66,77777.7,2471.7,16.03,2024-03-07,1253.35,TP_HIT,4943.4,2.0,1
TATACOMM,2023-06-07,1430.6,1433.46,1446.25,1430.6,1477.55,69,99791.25,1079.85,2.51,2023-06-08,1430.6,SL_HIT,-1079.85,-1.0,1
TATACOMM,2023-06-13,1494.95,1497.94,1598.4,1494.95,1805.3,24,38361.6,2482.8,7.27,2023-06-28,1582.75,TIME_EXIT,-375.6,-0.15,15
TATACOMM,2023-07-27,1694.0,1697.39,1727.5,1694.0,1794.5,57,98467.5,1909.5,1.59,2023-07-31,1794.5,TP_HIT,3819.0,2.0,4
TATACOMM,2024-03-04,1957.35,1961.26,1984.55,1957.35,2038.95,50,99227.5,1360.0,2.61,2024-03-06,1957.35,SL_HIT,-1360.0,-1.0,2
TATACOMM,2024-09-25,2084.65,2088.82,2127.7,2084.65,2213.8,46,97874.2,1980.3,5.39,2024-10-04,2084.65,SL_HIT,-1980.3,-1.0,9
TATACOMM,2026-05-26,2004.0,2008.01,2009.1,2004.0,2019.3,49,98445.9,249.9,3.36,2026-05-27,2004.0,SL_HIT,-249.9,-1.0,1
TATACOMM,2026-06-22,2049.9,2054.0,2061.7,2049.9,2085.3,48,98961.6,566.4,3.01,2026-06-23,2049.9,SL_HIT,-566.4,-1.0,1
TCS,2023-12-15,3698.4,3705.8,3861.0,3698.4,4186.2,15,57915.0,2439.0,4.03,2024-01-01,3811.1,TIME_EXIT,-748.5,-0.31,17
TCS,2024-02-06,4022.0,4030.04,4136.0,4022.0,4364.0,21,86856.0,2394.0,1.96,2024-02-20,4022.0,SL_HIT,-2394.0,-1.0,14
TCS,2024-07-18,4254.75,4263.26,4315.55,4254.75,4437.15,23,99257.65,1398.4,1.78,2024-08-02,4283.05,TIME_EXIT,-747.5,-0.53,15
TATACONSUM,2023-09-13,873.1,874.85,878.4,873.1,889.0,113,99259.2,598.9,2.34,2023-09-14,873.1,SL_HIT,-598.9,-1.0,1
TATACONSUM,2023-09-25,886.7,888.47,889.55,886.7,895.25,112,99629.6,319.2,1.88,2023-09-26,886.7,SL_HIT,-319.2,-1.0,1
TATACONSUM,2023-10-13,898.75,900.55,902.15,898.75,908.95,110,99236.5,374.0,3.81,2023-10-16,898.75,SL_HIT,-374.0,-1.0,3
TATACONSUM,2023-12-19,951.2,953.1,954.3,951.2,960.5,104,99247.2,322.4,3.7,2023-12-20,960.5,TP_HIT,644.8,2.0,1
TATACONSUM,2023-12-29,1037.1,1039.17,1073.45,1037.1,1146.15,68,72994.6,2471.8,3.14,2024-01-12,1146.15,TP_HIT,4943.6,2.0,14
TATACONSUM,2024-03-07,1208.0,1210.42,1246.05,1208.0,1322.15,65,80993.25,2473.25,2.75,2024-03-11,1208.0,SL_HIT,-2473.25,-1.0,4
TATACONSUM,2025-11-03,1191.2,1193.58,1197.5,1191.2,1210.1,83,99392.5,522.9,2.23,2025-11-04,1191.2,SL_HIT,-522.9,-1.0,1
TATACONSUM,2026-05-11,1220.9,1223.34,1271.0,1220.9,1371.2,49,62279.0,2454.9,11.5,2026-05-18,1220.9,SL_HIT,-2454.9,-1.0,7
TATAELXSI,2022-08-08,9425.0,9443.85,9555.2,9425.0,9815.6,10,95552.0,1302.0,1.8,2022-08-10,9425.0,SL_HIT,-1302.0,-1.0,2
TATAELXSI,2022-08-12,9700.75,9720.15,10238.05,9700.75,11312.65,4,40952.2,2149.2,5.05,2022-08-23,9700.75,SL_HIT,-2149.2,-1.0,11
TATAELXSI,2023-11-07,7947.0,7962.89,8171.15,7947.0,8619.45,11,89882.65,2465.65,4.84,2023-11-22,8389.7,TIME_EXIT,2404.05,0.98,15
TATAELXSI,2023-12-12,8576.05,8593.2,8901.9,8576.05,9553.6,7,62313.3,2280.95,7.73,2023-12-20,8576.05,SL_HIT,-2280.95,-1.0,8
TATAINVEST,2022-09-06,173.0,173.35,180.0,173.0,194.0,357,64260.0,2499.0,11.11,2022-09-12,194.0,TP_HIT,4998.0,2.0,6
TATAINVEST,2022-09-13,197.0,197.39,218.0,197.0,260.0,119,25942.0,2499.0,11.56,2022-09-14,260.0,TP_HIT,4998.0,2.0,1
TATAINVEST,2023-09-25,286.0,286.57,297.0,286.0,319.0,227,67419.0,2497.0,9.38,2023-09-27,319.0,TP_HIT,4994.0,2.0,2
TATAINVEST,2023-09-28,332.0,332.66,344.0,332.0,368.0,208,71552.0,2496.0,7.64,2023-09-29,332.0,SL_HIT,-2496.0,-1.0,1
TATAINVEST,2023-11-17,352.0,352.7,391.0,352.0,469.0,64,25024.0,2496.0,28.28,2023-11-21,469.0,TP_HIT,4992.0,2.0,4
TATAINVEST,2024-01-29,474.0,474.95,483.0,474.0,501.0,207,99981.0,1863.0,4.9,2024-01-30,501.0,TP_HIT,3726.0,2.0,1
TATAINVEST,2024-02-21,610.0,611.22,647.0,610.0,721.0,67,43349.0,2479.0,2.62,2024-02-26,721.0,TP_HIT,4958.0,2.0,5
TATAINVEST,2025-09-23,763.0,764.53,814.0,763.0,916.0,49,39886.0,2499.0,23.16,2025-09-30,916.0,TP_HIT,4998.0,2.0,7
TMPV,2023-05-08,340.4,341.08,344.6,340.4,353.0,290,99934.0,1218.0,1.97,2023-05-09,353.0,TP_HIT,2436.0,2.0,1
TMPV,2023-05-12,354.0,354.71,355.25,354.0,357.75,281,99825.25,351.25,1.79,2023-05-15,357.75,TP_HIT,702.5,2.0,3
TMPV,2023-06-07,383.5,384.27,391.05,383.5,406.15,255,99717.75,1925.25,1.53,2023-06-08,383.5,SL_HIT,-1925.25,-1.0,1
TMPV,2023-06-20,396.95,397.74,401.55,396.95,410.75,249,99985.95,1145.4,1.56,2023-06-21,396.95,SL_HIT,-1145.4,-1.0,1
TMPV,2023-07-07,416.5,417.33,425.65,416.5,443.95,234,99602.1,2141.1,1.86,2023-07-24,433.25,TIME_EXIT,1778.4,0.83,17
TMPV,2023-10-13,458.15,459.07,459.3,458.15,461.6,217,99668.1,249.55,3.4,2023-10-16,458.15,SL_HIT,-249.55,-1.0,3
TMPV,2023-11-16,466.65,467.58,468.45,466.65,472.05,213,99779.85,383.4,1.78,2023-11-17,472.05,TP_HIT,766.8,2.0,1
TMPV,2023-11-28,473.45,474.4,480.25,473.45,493.85,208,99892.0,1414.4,1.7,2023-11-30,493.85,TP_HIT,2828.8,2.0,2
TMPV,2023-12-27,505.9,506.91,510.1,505.9,518.5,196,99979.6,823.2,1.51,2023-12-28,518.5,TP_HIT,1646.4,2.0,1
TMPV,2023-12-29,521.85,522.89,537.0,521.85,567.3,165,88605.0,2499.75,4.17,2024-01-15,559.35,TIME_EXIT,3687.75,1.48,17
TMPV,2024-01-30,580.95,582.11,591.3,580.95,612.0,169,99929.7,1749.15,2.05,2024-01-31,612.0,TP_HIT,3498.3,2.0,1
TMPV,2024-07-25,733.65,735.12,751.1,733.65,786.0,133,99896.3,2320.85,3.03,2024-07-30,786.0,TP_HIT,4641.7,2.0,5
TATAPOWER,2023-09-01,252.8,253.31,255.35,252.8,260.45,391,99841.85,997.05,2.27,2023-09-04,260.45,TP_HIT,1994.1,2.0,3
TATAPOWER,2023-09-08,266.35,266.88,268.85,266.35,273.85,371,99743.35,927.5,3.66,2023-09-11,273.85,TP_HIT,1855.0,2.0,3
TATAPOWER,2023-12-06,286.0,286.57,294.15,286.0,310.45,306,90009.9,2493.9,3.44,2023-12-07,310.45,TP_HIT,4987.8,2.0,1
TATAPOWER,2024-01-11,349.7,350.4,357.3,349.7,372.5,279,99686.7,2120.4,1.73,2024-01-16,349.7,SL_HIT,-2120.4,-1.0,5
TATAPOWER,2024-01-29,366.7,367.43,381.9,366.7,412.3,164,62631.6,2492.8,1.87,2024-02-09,412.3,TP_HIT,4985.6,2.0,11
TATAPOWER,2024-03-07,412.9,413.73,425.25,412.9,449.95,202,85900.5,2494.7,6.88,2024-03-11,412.9,SL_HIT,-2494.7,-1.0,4
TATAPOWER,2024-09-27,477.85,478.81,485.5,477.85,500.8,205,99527.5,1568.25,2.09,2024-09-30,477.85,SL_HIT,-1568.25,-1.0,3
TATAPOWER,2026-04-15,418.45,419.29,421.85,418.45,428.65,237,99978.45,805.8,1.64,2026-04-16,418.45,SL_HIT,-805.8,-1.0,1
TATAPOWER,2026-04-27,440.8,441.68,453.2,440.8,478.0,201,91093.2,2492.4,1.75,2026-04-30,440.8,SL_HIT,-2492.4,-1.0,3
TATASTEEL,2023-09-01,117.95,118.19,120.64,117.95,126.02,828,99889.92,2227.32,2.51,2023-09-04,126.02,TP_HIT,4454.64,2.0,3
TATASTEEL,2023-12-15,128.41,128.67,129.82,128.41,132.64,770,99961.4,1085.7,2.63,2023-12-19,128.41,SL_HIT,-1085.7,-1.0,4
TATASTEEL,2024-02-05,134.51,134.78,134.81,134.51,135.41,741,99894.21,222.3,2.0,2024-02-06,134.51,SL_HIT,-222.3,-1.0,1
TATASTEEL,2024-03-01,140.52,140.8,143.01,140.52,147.99,699,99963.99,1740.51,3.08,2024-03-02,147.99,TP_HIT,3481.02,2.0,1
TATASTEEL,2024-03-07,149.12,149.42,150.15,149.12,152.21,666,99999.9,685.98,3.12,2024-03-11,149.12,SL_HIT,-685.98,-1.0,4
TATASTEEL,2024-05-21,163.34,163.67,166.86,163.34,173.9,599,99949.14,2108.48,2.01,2024-05-23,163.34,SL_HIT,-2108.48,-1.0,2
TATASTEEL,2024-06-07,170.13,170.47,171.3,170.13,173.64,583,99867.9,682.11,1.57,2024-06-10,170.13,SL_HIT,-682.11,-1.0,3
TATASTEEL,2025-10-09,174.74,175.09,176.42,174.74,179.78,566,99853.72,950.88,3.26,2025-10-10,174.74,SL_HIT,-950.88,-1.0,1
TATASTEEL,2025-10-28,177.9,178.26,181.81,177.9,189.63,550,99995.5,2150.5,2.5,2025-11-06,177.9,SL_HIT,-2150.5,-1.0,9
TATASTEEL,2026-01-14,187.85,188.23,189.25,187.85,192.05,528,99924.0,739.2,2.17,2026-01-16,187.85,SL_HIT,-739.2,-1.0,2
TATASTEEL,2026-01-29,195.2,195.59,202.32,195.2,216.56,351,71014.32,2499.12,1.98,2026-01-30,195.2,SL_HIT,-2499.12,-1.0,1
TATASTEEL,2026-02-10,206.34,206.75,208.01,206.34,211.35,480,99844.8,801.6,2.47,2026-02-11,206.34,SL_HIT,-801.6,-1.0,1
TECHM,2023-07-05,1088.3,1090.48,1097.9,1088.3,1117.1,91,99908.9,873.6,1.56,2023-07-06,1088.3,SL_HIT,-873.6,-1.0,1
TECHM,2023-07-14,1114.0,1116.23,1149.2,1114.0,1219.6,71,81593.2,2499.2,2.56,2023-07-21,1114.0,SL_HIT,-2499.2,-1.0,7
TECHM,2023-09-15,1207.3,1209.71,1217.6,1207.3,1238.2,82,99843.2,844.6,2.35,2023-09-18,1207.3,SL_HIT,-844.6,-1.0,3
TECHM,2024-01-15,1249.1,1251.6,1253.5,1249.1,1262.3,79,99026.5,347.6,2.65,2024-01-16,1249.1,SL_HIT,-347.6,-1.0,1
TECHM,2024-07-12,1407.0,1409.81,1413.8,1407.0,1427.4,70,98966.0,476.0,2.2,2024-07-15,1407.0,SL_HIT,-476.0,-1.0,3
TECHM,2026-01-19,1662.0,1665.32,1674.8,1662.0,1700.4,59,98813.2,755.2,7.93,2026-01-20,1662.0,SL_HIT,-755.2,-1.0,1
TECHM,2026-01-27,1692.0,1695.38,1700.9,1692.0,1718.7,58,98652.2,516.2,1.51,2026-01-28,1718.7,TP_HIT,1032.4,2.0,1
TECHNOE,2022-12-20,325.55,326.2,339.15,325.55,366.35,183,62064.45,2488.8,2.97,2022-12-21,325.55,SL_HIT,-2488.8,-1.0,1
TECHNOE,2023-01-05,348.3,349.0,362.6,348.3,391.2,174,63092.4,2488.2,4.33,2023-01-20,366.25,TIME_EXIT,635.1,0.26,15
TECHNOE,2023-05-26,395.9,396.69,400.5,395.9,409.7,249,99724.5,1145.4,2.91,2023-05-30,395.9,SL_HIT,-1145.4,-1.0,4
TECHNOE,2023-07-25,467.95,468.89,487.2,467.95,525.7,129,62848.8,2483.25,2.31,2023-08-02,467.95,SL_HIT,-2483.25,-1.0,8
TECHNOE,2023-08-30,510.95,511.97,528.6,510.95,563.9,141,74532.6,2488.65,4.47,2023-09-12,510.95,SL_HIT,-2488.65,-1.0,13
TECHNOE,2023-11-09,561.3,562.42,576.4,561.3,606.6,165,95106.0,2491.5,7.03,2023-11-10,606.6,TP_HIT,4983.0,2.0,1
TECHNOE,2023-11-16,625.0,626.25,655.6,625.0,716.8,81,53103.6,2478.6,4.22,2023-11-20,716.8,TP_HIT,4957.2,2.0,4
TECHNOE,2024-04-18,884.35,886.12,916.6,884.35,981.1,77,70578.2,2483.25,5.6,2024-04-22,981.1,TP_HIT,4966.5,2.0,4
TECHNOE,2024-04-29,991.95,993.93,1019.05,991.95,1073.25,92,93752.6,2493.2,6.79,2024-05-07,991.95,SL_HIT,-2493.2,-1.0,8
TECHNOE,2024-05-30,1193.0,1195.39,1208.9,1193.0,1240.7,82,99129.8,1303.8,4.15,2024-05-31,1240.7,TP_HIT,2607.6,2.0,1
TEGA,2023-03-03,672.0,673.34,683.8,672.0,707.4,146,99834.8,1722.8,5.96,2023-03-06,672.0,SL_HIT,-1722.8,-1.0,3
TEGA,2023-05-18,726.0,727.45,746.85,726.0,788.55,119,88875.15,2481.15,11.03,2023-05-19,726.0,SL_HIT,-2481.15,-1.0,1
TEGA,2023-05-22,755.45,756.96,770.6,755.45,800.9,129,99407.4,1954.35,1.99,2023-05-23,755.45,SL_HIT,-1954.35,-1.0,1
TEGA,2023-05-24,777.7,779.26,790.95,777.7,817.45,126,99659.7,1669.5,3.36,2023-05-25,817.45,TP_HIT,3339.0,2.0,1
TEGA,2023-05-31,848.0,849.7,899.45,848.0,1002.35,48,43173.6,2469.6,7.0,2023-06-15,921.65,TIME_EXIT,1065.6,0.43,15
TEGA,2023-12-26,1143.85,1146.14,1175.05,1143.85,1237.45,80,94004.0,2496.0,6.47,2024-01-10,1143.85,SL_HIT,-2496.0,-1.0,15
TEGA,2024-02-14,1224.95,1227.4,1239.8,1224.95,1269.5,80,99184.0,1188.0,2.37,2024-02-15,1269.5,TP_HIT,2376.0,2.0,1
TEGA,2024-04-16,1385.0,1387.77,1421.15,1385.0,1493.45,69,98059.35,2494.35,2.29,2024-04-23,1493.45,TP_HIT,4988.7,2.0,7
TEGA,2024-05-02,1544.8,1547.89,1587.15,1544.8,1671.85,59,93641.85,2498.65,1.99,2024-05-03,1544.8,SL_HIT,-2498.65,-1.0,1
TEGA,2024-06-10,1653.5,1656.81,1678.85,1653.5,1729.55,59,99052.15,1495.65,1.94,2024-06-11,1729.55,TP_HIT,2991.3,2.0,1
TEGA,2024-07-04,1731.95,1735.41,1763.6,1731.95,1826.9,56,98761.6,1772.4,2.23,2024-07-05,1731.95,SL_HIT,-1772.4,-1.0,1
TEGA,2024-07-09,1799.0,1802.6,1845.15,1799.0,1937.45,54,99638.1,2492.1,5.33,2024-07-10,1799.0,SL_HIT,-2492.1,-1.0,1
TEGA,2024-10-01,1970.2,1974.14,1974.45,1970.2,1982.95,50,98722.5,212.5,5.66,2024-10-03,1970.2,SL_HIT,-212.5,-1.0,2
TEGA,2024-11-05,2034.95,2039.02,2042.7,2034.95,2058.2,48,98049.6,372.0,1.84,2024-11-06,2058.2,TP_HIT,744.0,2.0,1
TEGA,2024-11-07,2184.9,2189.27,2189.3,2184.9,2198.1,45,98518.5,198.0,4.26,2024-11-08,2184.9,SL_HIT,-198.0,-1.0,1
TEJASNET,2022-08-29,570.9,572.04,609.55,570.9,686.85,64,39011.2,2473.6,10.23,2022-09-13,619.8,TIME_EXIT,656.0,0.27,15
TEJASNET,2022-10-06,699.3,700.7,707.0,699.3,722.4,141,99687.0,1085.7,2.17,2022-10-07,722.4,TP_HIT,2171.4,2.0,1
TEJASNET,2022-10-10,743.7,745.19,759.65,743.7,791.55,131,99514.15,2089.45,1.58,2022-10-11,743.7,SL_HIT,-2089.45,-1.0,1
TEJASNET,2023-07-13,773.9,775.45,820.15,773.9,912.65,54,44288.1,2497.5,24.65,2023-07-24,773.9,SL_HIT,-2497.5,-1.0,11
TEJASNET,2023-09-04,893.3,895.09,902.85,893.3,921.95,110,99313.5,1050.5,4.52,2023-09-05,893.3,SL_HIT,-1050.5,-1.0,1
TEJASNET,2024-04-23,940.0,941.88,1088.25,940.0,1384.75,16,17412.0,2372.0,13.93,2024-05-08,1118.25,TIME_EXIT,480.0,0.2,15
TEJASNET,2024-06-07,1246.0,1248.49,1284.85,1246.0,1362.55,64,82230.4,2486.4,4.88,2024-06-11,1362.55,TP_HIT,4972.8,2.0,4
NIACL,2023-09-15,142.35,142.63,143.2,142.35,144.9,698,99953.6,593.3,10.41,2023-09-18,142.35,SL_HIT,-593.3,-1.0,3
NIACL,2023-11-21,156.0,156.31,164.9,156.0,182.7,280,46172.0,2492.0,5.38,2023-11-24,182.7,TP_HIT,4984.0,2.0,3
NIACL,2023-11-28,209.0,209.42,226.1,209.0,260.3,146,33010.6,2496.6,12.9,2023-12-01,260.3,TP_HIT,4993.2,2.0,3
NIACL,2024-02-05,261.9,262.42,265.65,261.9,273.15,376,99884.4,1410.0,3.53,2024-02-06,273.15,TP_HIT,2820.0,2.0,1
NIACL,2024-02-08,289.3,289.88,304.4,289.3,334.6,165,50226.0,2491.5,6.99,2024-02-09,289.3,SL_HIT,-2491.5,-1.0,1
RAMCOCEM,2023-05-19,809.8,811.42,843.9,809.8,912.1,73,61604.7,2489.3,24.09,2023-05-30,912.1,TP_HIT,4978.6,2.0,11
RAMCOCEM,2023-10-11,963.8,965.73,983.4,963.8,1022.6,101,99323.4,1979.6,3.11,2023-10-26,963.8,SL_HIT,-1979.6,-1.0,15
RAMCOCEM,2023-11-09,1016.2,1018.23,1022.2,1016.2,1034.2,97,99153.4,582.0,4.46,2023-11-10,1016.2,SL_HIT,-582.0,-1.0,1
RAMCOCEM,2025-07-11,1113.3,1115.53,1140.6,1113.3,1195.2,87,99232.2,2375.1,3.29,2025-07-22,1195.2,TP_HIT,4750.2,2.0,11
THERMAX,2022-08-25,2364.95,2369.68,2451.1,2364.95,2623.4,29,71081.9,2498.35,2.29,2022-09-07,2364.95,SL_HIT,-2498.35,-1.0,13
THERMAX,2023-08-21,2728.5,2733.96,2766.5,2728.5,2842.5,36,99594.0,1368.0,3.75,2023-08-22,2728.5,SL_HIT,-1368.0,-1.0,1
THERMAX,2023-09-08,2870.0,2875.74,2927.35,2870.0,3042.05,34,99529.9,1949.9,1.64,2023-09-11,3042.05,TP_HIT,3899.8,2.0,3
THERMAX,2024-02-22,3581.95,3589.11,3721.7,3581.95,4001.2,17,63268.9,2375.75,2.26,2024-02-28,3581.95,SL_HIT,-2375.75,-1.0,6
THERMAX,2024-03-26,3985.0,3992.97,4101.75,3985.0,4335.25,21,86136.75,2451.75,2.17,2024-04-01,4335.25,TP_HIT,4903.5,2.0,6
THERMAX,2024-04-03,4395.0,4403.79,4432.8,4395.0,4508.4,22,97521.6,831.6,2.24,2024-04-04,4508.4,TP_HIT,1663.2,2.0,1
THERMAX,2024-04-15,4685.5,4694.87,4709.05,4685.5,4756.15,21,98890.05,494.55,2.94,2024-04-16,4685.5,SL_HIT,-494.55,-1.0,1
THERMAX,2024-05-15,4978.9,4988.86,5087.8,4978.9,5305.6,19,96668.2,2069.1,5.23,2024-05-16,4978.9,SL_HIT,-2069.1,-1.0,1
THERMAX,2026-05-08,4305.0,4313.61,4677.5,4305.0,5422.5,6,28065.0,2235.0,14.16,2026-05-25,4435.7,TIME_EXIT,-1450.8,-0.65,17
THERMAX,2026-05-29,4880.0,4889.76,4982.7,4880.0,5188.1,20,99654.0,2054.0,4.14,2026-06-01,4880.0,SL_HIT,-2054.0,-1.0,3
THERMAX,2026-06-29,5075.0,5085.15,5125.1,5075.0,5225.3,19,97376.9,951.9,3.09,2026-06-30,5075.0,SL_HIT,-951.9,-1.0,1
TIMKEN,2022-09-02,3186.0,3192.37,3231.75,3186.0,3323.25,30,96952.5,1372.5,2.71,2022-09-06,3323.25,TP_HIT,2745.0,2.0,4
TIMKEN,2022-11-17,3493.0,3499.99,3506.0,3493.0,3532.0,28,98168.0,364.0,26.42,2022-11-18,3493.0,SL_HIT,-364.0,-1.0,1
TIMKEN,2024-05-14,3578.0,3585.16,3732.7,3578.0,4042.1,16,59723.2,2475.2,3.27,2024-05-16,4042.1,TP_HIT,4950.4,2.0,2
TIMKEN,2024-06-14,4398.8,4407.6,4579.35,4398.8,4940.45,13,59531.55,2347.15,2.91,2024-06-24,4398.8,SL_HIT,-2347.15,-1.0,10
TIMKEN,2026-04-22,3618.0,3625.24,3633.0,3618.0,3663.0,27,98091.0,405.0,2.58,2026-04-23,3618.0,SL_HIT,-405.0,-1.0,1
TITAGARH,2022-08-10,135.55,135.82,136.65,135.55,138.85,731,99891.15,804.1,3.1,2022-08-11,135.55,SL_HIT,-804.1,-1.0,1
TITAGARH,2022-08-19,141.5,141.78,144.55,141.5,150.65,691,99884.05,2107.55,4.5,2022-08-22,141.5,SL_HIT,-2107.55,-1.0,3
TITAGARH,2022-08-29,162.3,162.62,164.45,162.3,168.75,608,99985.6,1307.2,1.61,2022-08-30,168.75,TP_HIT,2614.4,2.0,1
TITAGARH,2022-11-28,178.7,179.06,187.45,178.7,204.95,285,53423.25,2493.75,2.0,2022-11-30,178.7,SL_HIT,-2493.75,-1.0,2
TITAGARH,2022-12-05,198.95,199.35,207.65,198.95,225.05,287,59595.55,2496.9,1.63,2022-12-07,198.95,SL_HIT,-2496.9,-1.0,2
TITAGARH,2022-12-29,213.95,214.38,216.9,213.95,222.8,461,99990.9,1359.95,3.62,2022-12-30,222.8,TP_HIT,2719.9,2.0,1
TITAGARH,2023-03-08,239.85,240.33,245.3,239.85,256.2,407,99837.1,2218.15,3.34,2023-03-09,239.85,SL_HIT,-2218.15,-1.0,1
TITAGARH,2023-04-20,305.2,305.81,331.35,305.2,383.65,95,31478.25,2484.25,7.96,2023-05-05,343.4,TIME_EXIT,1144.75,0.46,15
TITAGARH,2023-06-02,365.0,365.73,378.0,365.0,404.0,192,72576.0,2496.0,3.57,2023-06-08,404.0,TP_HIT,4992.0,2.0,6
TITAGARH,2023-06-09,410.0,410.82,421.85,410.0,445.55,210,88588.5,2488.5,3.12,2023-06-12,410.0,SL_HIT,-2488.5,-1.0,3
TITAGARH,2023-06-19,434.4,435.27,467.4,434.4,533.4,75,35055.0,2475.0,2.12,2023-07-04,514.85,TIME_EXIT,3558.75,1.44,15
TITAGARH,2023-07-19,558.25,559.37,594.6,558.25,667.3,68,40432.8,2471.8,2.75,2023-07-24,667.3,TP_HIT,4943.6,2.0,5
TITAGARH,2023-07-25,675.0,676.35,680.85,675.0,692.55,146,99404.1,854.1,2.4,2023-07-26,675.0,SL_HIT,-854.1,-1.0,1
