symbol,entry_date,high_52wk,breakout_level,entry,sl,tp,quantity,position_value,risk_amount,volume_ratio,exit_date,exit_price,exit_reason,pnl_rupees,r_multiple,holding_days
CUMMINSIND,2024-01-24,2126.45,2130.7,2170.8,2126.45,2259.5,46,99856.8,2040.1,2.42,2024-01-29,2259.5,TP_HIT,4080.2,2.0,5
CUMMINSIND,2024-02-05,2324.35,2329.0,2350.2,2324.35,2401.9,42,98708.4,1085.7,1.96,2024-02-06,2401.9,TP_HIT,2171.4,2.0,1
CUMMINSIND,2024-05-03,3336.25,3342.92,3406.85,3336.25,3548.05,29,98798.65,2047.4,3.19,2024-05-07,3336.25,SL_HIT,-2047.4,-1.0,4
CUMMINSIND,2024-05-13,3478.4,3485.36,3512.35,3478.4,3580.25,28,98345.8,950.6,2.84,2024-05-14,3478.4,SL_HIT,-950.6,-1.0,1
CUMMINSIND,2024-05-15,3579.5,3586.66,3683.2,3579.5,3890.6,24,88396.8,2488.8,2.48,2024-05-18,3890.6,TP_HIT,4977.6,2.0,3
CUMMINSIND,2024-06-24,3969.8,3977.74,4042.5,3969.8,4187.9,24,97020.0,1744.8,1.6,2024-06-25,3969.8,SL_HIT,-1744.8,-1.0,1
CUMMINSIND,2025-10-24,4168.7,4177.04,4183.2,4168.7,4212.2,23,96213.6,333.5,3.17,2025-10-27,4212.2,TP_HIT,667.0,2.0,3
CUMMINSIND,2026-02-18,4615.0,4624.23,4725.8,4615.0,4947.4,21,99241.8,2326.8,2.08,2026-02-25,4947.4,TP_HIT,4653.6,2.0,7
CUMMINSIND,2026-05-27,5470.5,5481.44,6027.5,5470.5,7141.5,4,24110.0,2228.0,4.52,2026-06-11,5557.0,TIME_EXIT,-1882.0,-0.84,15
CYIENT,2023-02-22,966.3,968.23,973.8,966.3,988.8,102,99327.6,765.0,2.08,2023-02-23,966.3,SL_HIT,-765.0,-1.0,1
CYIENT,2023-03-24,985.0,986.97,1001.2,985.0,1033.6,99,99118.8,1603.8,8.79,2023-03-29,985.0,SL_HIT,-1603.8,-1.0,5
CYIENT,2023-04-05,1042.45,1044.53,1054.3,1042.45,1078.0,94,99104.2,1113.9,3.57,2023-04-06,1042.45,SL_HIT,-1113.9,-1.0,1
CYIENT,2023-04-21,1120.0,1122.24,1159.65,1120.0,1238.95,63,73057.95,2497.95,12.24,2023-05-08,1205.85,TIME_EXIT,2910.6,1.17,17
CYIENT,2023-05-10,1230.2,1232.66,1257.35,1230.2,1311.65,79,99330.65,2144.85,2.6,2023-05-11,1230.2,SL_HIT,-2144.85,-1.0,1
CYIENT,2023-05-22,1318.05,1320.69,1386.75,1318.05,1524.15,36,49923.0,2473.2,2.2,2023-05-24,1318.05,SL_HIT,-2473.2,-1.0,2
CYIENT,2023-06-02,1416.0,1418.83,1459.0,1416.0,1545.0,58,84622.0,2494.0,6.93,2023-06-05,1416.0,SL_HIT,-2494.0,-1.0,3
CYIENT,2023-08-04,1555.0,1558.11,1561.75,1555.0,1575.25,64,99952.0,432.0,2.28,2023-08-07,1575.25,TP_HIT,864.0,2.0,3
CYIENT,2023-09-01,1654.4,1657.71,1709.75,1654.4,1820.45,45,76938.75,2490.75,3.8,2023-09-05,1820.45,TP_HIT,4981.5,2.0,4
CYIENT,2023-12-04,2019.0,2023.04,2189.15,2019.0,2529.45,14,30648.1,2382.1,3.5,2023-12-06,2019.0,SL_HIT,-2382.1,-1.0,2
CYIENT,2023-12-22,2355.0,2359.71,2388.1,2355.0,2454.3,41,97912.1,1357.1,1.75,2023-12-26,2355.0,SL_HIT,-1357.1,-1.0,4
DCMSHRIRAM,2024-11-07,1210.0,1212.42,1255.0,1210.0,1345.0,55,69025.0,2475.0,15.65,2024-11-13,1210.0,SL_HIT,-2475.0,-1.0,6
DCMSHRIRAM,2025-07-03,1371.1,1373.84,1425.5,1371.1,1534.3,45,64147.5,2448.0,78.02,2025-07-04,1371.1,SL_HIT,-2448.0,-1.0,1
DLF,2023-04-18,419.6,420.44,423.85,419.6,432.35,235,99604.75,998.75,1.65,2023-04-19,419.6,SL_HIT,-998.75,-1.0,1
DLF,2023-05-15,440.4,441.28,468.15,440.4,523.65,90,42133.5,2497.5,5.59,2023-05-30,474.6,TIME_EXIT,580.5,0.23,15
DLF,2023-07-06,508.75,509.77,513.6,508.75,523.3,194,99638.4,940.9,2.17,2023-07-07,508.75,SL_HIT,-940.9,-1.0,1
DLF,2023-09-07,525.8,526.85,530.75,525.8,540.65,188,99781.0,930.6,1.92,2023-09-08,540.65,TP_HIT,1861.2,2.0,1
DLF,2023-10-06,544.45,545.54,548.7,544.45,557.2,182,99863.4,773.5,2.37,2023-10-09,544.45,SL_HIT,-773.5,-1.0,3
DLF,2023-10-10,550.5,551.6,561.75,550.5,584.25,178,99991.5,2002.5,3.55,2023-10-20,550.5,SL_HIT,-2002.5,-1.0,10
DLF,2023-11-03,586.8,587.97,595.85,586.8,613.95,167,99506.95,1511.35,1.63,2023-11-07,586.8,SL_HIT,-1511.35,-1.0,4
DLF,2023-12-14,677.4,678.75,699.5,677.4,743.7,113,79043.5,2497.3,1.73,2023-12-20,677.4,SL_HIT,-2497.3,-1.0,6
DLF,2024-01-04,731.0,732.46,761.4,731.0,822.2,82,62434.8,2492.8,3.87,2024-01-19,785.55,TIME_EXIT,1980.3,0.79,15
DLF,2024-02-07,815.75,817.38,827.45,815.75,850.85,120,99294.0,1404.0,1.61,2024-02-09,815.75,SL_HIT,-1404.0,-1.0,2
DLF,2024-02-21,869.5,871.24,886.85,869.5,921.55,112,99327.2,1943.2,1.5,2024-03-02,921.55,TP_HIT,3886.4,2.0,10
DLF,2024-04-01,941.9,943.78,948.25,941.9,960.95,105,99566.25,666.75,1.79,2024-04-02,941.9,SL_HIT,-666.75,-1.0,1
DABUR,2024-06-05,597.1,598.29,600.25,597.1,606.55,166,99641.5,522.9,5.35,2024-06-06,597.1,SL_HIT,-522.9,-1.0,1
DALBHARAT,2023-06-14,2183.0,2187.37,2196.6,2183.0,2223.8,45,98847.0,612.0,1.85,2023-06-15,2223.8,TP_HIT,1224.0,2.0,1
DALBHARAT,2023-09-06,2288.8,2293.38,2308.0,2288.8,2346.4,43,99244.0,825.6,2.71,2023-09-07,2288.8,SL_HIT,-825.6,-1.0,1
DALBHARAT,2023-09-11,2335.0,2339.67,2372.55,2335.0,2447.65,42,99647.1,1577.1,1.55,2023-09-12,2335.0,SL_HIT,-1577.1,-1.0,1
DALBHARAT,2025-05-14,2021.0,2025.04,2056.1,2021.0,2126.3,48,98692.8,1684.8,1.56,2025-05-23,2126.3,TP_HIT,3369.6,2.0,9
DALBHARAT,2025-06-26,2176.0,2180.35,2191.8,2176.0,2223.4,45,98631.0,711.0,3.02,2025-07-01,2223.4,TP_HIT,1422.0,2.0,5
DALBHARAT,2025-07-18,2245.0,2249.49,2251.8,2245.0,2265.4,44,99079.2,299.2,1.82,2025-07-21,2265.4,TP_HIT,598.4,2.0,3
DALBHARAT,2025-07-22,2287.3,2291.87,2320.2,2287.3,2386.0,43,99768.6,1414.7,2.51,2025-07-23,2287.3,SL_HIT,-1414.7,-1.0,1
DALBHARAT,2025-09-17,2450.0,2454.9,2476.2,2450.0,2528.6,40,99048.0,1048.0,4.65,2025-09-18,2450.0,SL_HIT,-1048.0,-1.0,1
DATAPATTNS,2023-04-11,1540.0,1543.08,1575.3,1540.0,1645.9,63,99243.9,2223.9,5.52,2023-04-12,1645.9,TP_HIT,4447.8,2.0,1
DATAPATTNS,2023-06-06,1786.0,1789.57,1795.3,1786.0,1813.9,55,98741.5,511.5,1.97,2023-06-07,1786.0,SL_HIT,-511.5,-1.0,1
DATAPATTNS,2023-06-16,1839.95,1843.63,1870.6,1839.95,1931.9,53,99141.8,1624.45,3.17,2023-06-19,1931.9,TP_HIT,3248.9,2.0,3
DATAPATTNS,2023-07-12,1988.8,1992.78,2019.75,1988.8,2081.65,49,98967.75,1516.55,2.1,2023-07-13,2081.65,TP_HIT,3033.1,2.0,1
DATAPATTNS,2023-08-21,2267.95,2272.49,2364.6,2267.95,2557.9,25,59115.0,2416.25,9.41,2023-08-30,2267.95,SL_HIT,-2416.25,-1.0,9
DATAPATTNS,2023-09-01,2426.0,2430.85,2469.8,2426.0,2557.4,40,98792.0,1752.0,1.88,2023-09-04,2426.0,SL_HIT,-1752.0,-1.0,3
DATAPATTNS,2024-02-26,2485.0,2489.97,2572.3,2485.0,2746.9,28,72024.4,2444.4,5.27,2024-02-28,2485.0,SL_HIT,-2444.4,-1.0,2
DATAPATTNS,2024-03-04,2796.05,2801.64,2894.1,2796.05,3090.2,25,72352.5,2451.25,2.57,2024-03-05,2796.05,SL_HIT,-2451.25,-1.0,1
DATAPATTNS,2026-03-05,3348.0,3354.7,3359.2,3348.0,3381.6,29,97416.8,324.8,2.78,2026-03-06,3348.0,SL_HIT,-324.8,-1.0,1
DATAPATTNS,2026-04-22,3699.0,3706.4,3828.3,3699.0,4086.9,19,72737.7,2456.7,3.25,2026-04-23,4086.9,TP_HIT,4913.4,2.0,1
DATAPATTNS,2026-06-09,4320.0,4328.64,4558.5,4320.0,5035.5,10,45585.0,2385.0,4.0,2026-06-11,4320.0,SL_HIT,-2385.0,-1.0,2
DATAPATTNS,2026-06-17,4722.0,4731.44,4769.6,4722.0,4864.8,20,95392.0,952.0,1.71,2026-06-18,4722.0,SL_HIT,-952.0,-1.0,1
DEEPAKFERT,2022-08-10,861.8,863.52,892.75,861.8,954.65,80,71420.0,2476.0,2.35,2022-08-11,861.8,SL_HIT,-2476.0,-1.0,1
DEEPAKFERT,2022-10-20,1024.0,1026.05,1038.05,1024.0,1066.15,96,99652.8,1348.8,4.27,2022-10-21,1024.0,SL_HIT,-1348.8,-1.0,1
DEEPAKFERT,2024-06-20,714.7,716.13,728.15,714.7,755.05,137,99756.55,1842.65,17.48,2024-06-21,714.7,SL_HIT,-1842.65,-1.0,1
DEEPAKFERT,2024-07-24,804.0,805.61,842.15,804.0,918.45,65,54739.75,2479.75,2.95,2024-07-29,918.45,TP_HIT,4959.5,2.0,5
DEEPAKFERT,2024-08-21,1036.1,1038.17,1052.0,1036.1,1083.8,95,99940.0,1510.5,2.44,2024-08-26,1083.8,TP_HIT,3021.0,2.0,5
DEEPAKFERT,2024-10-29,1178.85,1181.21,1231.95,1178.85,1338.15,47,57901.65,2495.7,2.7,2024-11-05,1338.15,TP_HIT,4991.4,2.0,7
DEEPAKFERT,2025-05-29,1449.8,1452.7,1519.5,1449.8,1658.9,35,53182.5,2439.5,4.65,2025-06-13,1554.3,TIME_EXIT,1218.0,0.5,15
DEEPAKFERT,2025-06-30,1637.0,1640.27,1707.4,1637.0,1848.2,35,59759.0,2464.0,2.16,2025-07-07,1637.0,SL_HIT,-2464.0,-1.0,7
DEEPAKNTR,2023-12-26,2410.0,2414.82,2472.4,2410.0,2597.2,40,98896.0,2496.0,3.35,2024-01-08,2410.0,SL_HIT,-2496.0,-1.0,13
DEEPAKNTR,2024-05-06,2535.0,2540.07,2564.05,2535.0,2622.15,39,99997.95,1132.95,4.58,2024-05-07,2535.0,SL_HIT,-1132.95,-1.0,1
DEEPAKNTR,2024-07-02,2646.0,2651.29,2686.7,2646.0,2768.1,37,99407.9,1505.9,4.78,2024-07-03,2646.0,SL_HIT,-1505.9,-1.0,1
DELHIVERY,2024-02-01,454.95,455.86,468.85,454.95,496.65,179,83924.15,2488.1,2.35,2024-02-05,454.95,SL_HIT,-2488.1,-1.0,4
DELHIVERY,2025-08-04,449.45,450.35,461.6,449.45,485.9,205,94628.0,2490.75,7.47,2025-08-19,471.7,TIME_EXIT,2070.5,0.83,15
DEVYANI,2023-09-05,204.8,205.21,215.55,204.8,237.05,232,50007.6,2494.0,13.88,2023-09-20,209.35,TIME_EXIT,-1438.4,-0.58,15
DIVISLAB,2024-01-02,3952.0,3959.9,4030.0,3952.0,4186.0,24,96720.0,1872.0,3.17,2024-01-08,3952.0,SL_HIT,-1872.0,-1.0,6
DIVISLAB,2024-05-23,4100.0,4108.2,4113.0,4100.0,4139.0,24,98712.0,312.0,1.51,2024-05-24,4139.0,TP_HIT,624.0,2.0,1
DIVISLAB,2024-05-28,4359.0,4367.72,4392.1,4359.0,4458.3,22,96626.2,728.2,4.08,2024-05-29,4359.0,SL_HIT,-728.2,-1.0,1
DIVISLAB,2024-06-05,4467.5,4476.44,4502.7,4467.5,4573.1,22,99059.4,774.4,1.53,2024-06-06,4467.5,SL_HIT,-774.4,-1.0,1
DIVISLAB,2024-07-26,4670.0,4679.34,4790.6,4670.0,5031.8,20,95812.0,2412.0,2.46,2024-08-12,4891.0,TIME_EXIT,2008.0,0.83,17
DIVISLAB,2024-09-10,5194.3,5204.69,5426.45,5194.3,5890.75,10,54264.5,2321.5,3.37,2024-09-25,5394.3,TIME_EXIT,-321.5,-0.14,15
DIVISLAB,2024-10-09,5582.95,5594.12,5989.75,5582.95,6803.35,6,35938.5,2440.8,3.36,2024-10-24,5736.65,TIME_EXIT,-1518.6,-0.62,15
DIVISLAB,2025-05-19,6323.0,6335.65,6580.0,6323.0,7094.0,9,59220.0,2313.0,4.16,2025-06-03,6530.0,TIME_EXIT,-450.0,-0.19,15
DIXON,2023-08-08,4816.85,4826.48,4859.8,4816.85,4945.7,20,97196.0,859.0,3.38,2023-08-09,4816.85,SL_HIT,-859.0,-1.0,1
DIXON,2023-09-27,5224.95,5235.4,5285.35,5224.95,5406.15,18,95136.3,1087.2,3.53,2023-09-28,5224.95,SL_HIT,-1087.2,-1.0,1
DIXON,2023-12-01,5607.1,5618.31,5951.65,5607.1,6640.75,7,41661.55,2411.85,7.38,2023-12-12,6640.75,TP_HIT,4823.7,2.0,11
DIXON,2024-02-26,6929.0,6942.86,6945.25,6929.0,6977.75,14,97233.5,227.5,1.72,2024-02-27,6929.0,SL_HIT,-227.5,-1.0,1
DIXON,2024-04-02,7626.9,7642.15,7915.5,7626.9,8492.7,8,63324.0,2308.8,1.81,2024-04-04,7626.9,SL_HIT,-2308.8,-1.0,2
DIXON,2024-04-24,7983.0,7998.97,8145.75,7983.0,8471.25,12,97749.0,1953.0,1.88,2024-04-26,8471.25,TP_HIT,3906.0,2.0,2
DIXON,2024-05-17,8655.0,8672.31,8938.4,8655.0,9505.2,8,71507.2,2267.2,5.75,2024-06-03,9505.2,TP_HIT,4534.4,2.0,17
DIXON,2024-06-14,10888.8,10910.58,11242.85,10888.8,11950.95,7,78699.95,2478.35,2.36,2024-06-28,11950.95,TP_HIT,4956.7,2.0,14
DIXON,2024-08-23,12920.0,12945.84,13270.55,12920.0,13971.65,7,92893.85,2453.85,1.58,2024-08-30,12920.0,SL_HIT,-2453.85,-1.0,7
DIXON,2024-09-16,13639.8,13667.08,13990.3,13639.8,14691.3,7,97932.1,2453.5,2.25,2024-09-19,13639.8,SL_HIT,-2453.5,-1.0,3
DIXON,2024-12-02,15987.95,16019.93,16763.9,15987.95,18315.8,3,50291.7,2327.85,2.5,2024-12-16,18315.8,TP_HIT,4655.7,2.0,14
LALPATHLAB,2024-07-04,1444.5,1447.39,1453.3,1444.5,1470.9,68,98824.4,598.4,1.7,2024-07-05,1444.5,SL_HIT,-598.4,-1.0,1
LALPATHLAB,2024-07-22,1527.5,1530.56,1533.2,1527.5,1544.6,65,99658.0,370.5,2.38,2024-07-23,1527.5,SL_HIT,-370.5,-1.0,1
LALPATHLAB,2024-08-05,1575.0,1578.15,1580.1,1575.0,1590.3,63,99546.3,321.3,1.85,2024-08-06,1575.0,SL_HIT,-321.3,-1.0,1
LALPATHLAB,2024-08-07,1605.0,1608.21,1637.3,1605.0,1701.9,61,99875.3,1970.3,1.82,2024-08-08,1605.0,SL_HIT,-1970.3,-1.0,1
LALPATHLAB,2024-10-04,1731.4,1734.86,1747.6,1731.4,1780.0,57,99613.2,923.4,4.77,2024-10-07,1731.4,SL_HIT,-923.4,-1.0,3
DRREDDY,2023-04-12,961.2,963.12,976.2,961.2,1006.2,102,99572.4,1530.0,1.8,2023-04-24,961.2,SL_HIT,-1530.0,-1.0,12
DRREDDY,2023-06-26,1004.8,1006.81,1008.3,1004.8,1015.3,99,99821.7,346.5,1.87,2023-06-27,1004.8,SL_HIT,-346.5,-1.0,1
DRREDDY,2023-06-28,1017.3,1019.33,1021.55,1017.3,1030.05,97,99090.35,412.25,2.05,2023-06-30,1030.05,TP_HIT,824.5,2.0,2
DRREDDY,2023-07-20,1054.65,1056.76,1067.85,1054.65,1094.25,93,99310.05,1227.6,2.92,2023-07-25,1094.25,TP_HIT,2455.2,2.0,5
DRREDDY,2023-08-09,1147.8,1150.1,1174.2,1147.8,1227.0,85,99807.0,2244.0,4.06,2023-08-24,1181.45,TIME_EXIT,616.25,0.27,15
DRREDDY,2024-01-31,1197.95,1200.35,1224.25,1197.95,1276.85,81,99164.25,2130.3,4.23,2024-02-01,1197.95,SL_HIT,-2130.3,-1.0,1
DRREDDY,2024-02-12,1244.0,1246.49,1266.7,1244.0,1312.1,78,98802.6,1770.6,1.85,2024-02-14,1244.0,SL_HIT,-1770.6,-1.0,2
EIDPARRY,2022-09-15,591.3,592.48,595.35,591.3,603.45,167,99423.45,676.35,7.36,2022-09-16,591.3,SL_HIT,-676.35,-1.0,1
EIDPARRY,2022-10-19,626.45,627.7,634.55,626.45,650.75,157,99624.35,1271.7,1.87,2022-10-20,626.45,SL_HIT,-1271.7,-1.0,1
EIDPARRY,2024-01-25,612.0,613.22,616.8,612.0,626.4,162,99921.6,777.6,2.63,2024-01-29,626.4,TP_HIT,1555.2,2.0,4
EIDPARRY,2024-02-01,635.65,636.92,657.7,635.65,701.8,113,74320.1,2491.65,2.54,2024-02-05,635.65,SL_HIT,-2491.65,-1.0,4
EIDPARRY,2024-05-29,666.75,668.08,686.85,666.75,727.05,124,85169.4,2492.4,11.21,2024-05-31,666.75,SL_HIT,-2492.4,-1.0,2
EIDPARRY,2024-06-19,750.5,752.0,814.8,750.5,943.4,38,30962.4,2443.4,7.72,2024-06-27,750.5,SL_HIT,-2443.4,-1.0,8
EIDPARRY,2024-07-29,833.0,834.67,843.1,833.0,863.3,118,99485.8,1191.8,4.71,2024-07-30,833.0,SL_HIT,-1191.8,-1.0,1
EIDPARRY,2024-12-03,894.5,896.29,896.7,894.5,901.1,111,99533.7,244.2,3.71,2024-12-04,901.1,TP_HIT,488.4,2.0,1
EIDPARRY,2024-12-12,926.8,928.65,941.75,926.8,971.65,106,99825.5,1584.7,1.52,2024-12-16,926.8,SL_HIT,-1584.7,-1.0,4
EIDPARRY,2024-12-18,969.0,970.94,972.3,969.0,978.9,102,99174.6,336.6,10.76,2024-12-19,969.0,SL_HIT,-336.6,-1.0,1
EIDPARRY,2025-05-23,997.0,998.99,999.25,997.0,1003.75,100,99925.0,225.0,1.91,2025-05-26,997.0,SL_HIT,-225.0,-1.0,3
EIDPARRY,2025-06-25,1042.0,1044.08,1055.0,1042.0,1081.0,94,99170.0,1222.0,7.11,2025-06-26,1042.0,SL_HIT,-1222.0,-1.0,1
EIDPARRY,2025-06-30,1074.9,1077.05,1110.0,1074.9,1180.2,71,78810.0,2492.1,2.7,2025-07-07,1074.9,SL_HIT,-2492.1,-1.0,7
EIDPARRY,2025-07-11,1129.0,1131.26,1152.4,1129.0,1199.2,86,99106.4,2012.4,2.04,2025-07-14,1129.0,SL_HIT,-2012.4,-1.0,3
EIDPARRY,2025-07-29,1194.7,1197.09,1208.8,1194.7,1237.0,82,99121.6,1156.2,4.52,2025-07-30,1237.0,TP_HIT,2312.4,2.0,1
EIHOTEL,2022-09-02,171.75,172.09,187.95,171.75,220.35,154,28944.3,2494.8,21.29,2022-09-19,183.45,TIME_EXIT,-693.0,-0.28,17
EIHOTEL,2023-05-18,205.5,205.91,207.65,205.5,211.95,481,99879.65,1034.15,11.97,2023-05-19,205.5,SL_HIT,-1034.15,-1.0,1
EIHOTEL,2023-08-18,223.0,223.45,224.2,223.0,226.6,446,99993.2,535.2,6.3,2023-08-21,226.6,TP_HIT,1070.4,2.0,3
EIHOTEL,2023-08-31,244.6,245.09,248.85,244.6,257.35,401,99788.85,1704.25,1.51,2023-09-01,257.35,TP_HIT,3408.5,2.0,1
EIHOTEL,2024-01-04,274.95,275.5,280.5,274.95,291.6,356,99858.0,1975.8,1.78,2024-01-08,274.95,SL_HIT,-1975.8,-1.0,4
EIHOTEL,2024-02-07,358.6,359.32,425.0,358.6,557.8,37,15725.0,2456.8,11.92,2024-02-22,397.4,TIME_EXIT,-1021.2,-0.42,15
EICHERMOT,2022-08-16,3265.95,3272.48,3338.05,3265.95,3482.25,29,96803.45,2090.9,1.95,2022-08-25,3482.25,TP_HIT,4181.8,2.0,9
EICHERMOT,2022-09-15,3582.1,3589.26,3622.25,3582.1,3702.55,27,97800.75,1084.05,1.65,2022-09-16,3582.1,SL_HIT,-1084.05,-1.0,1
EICHERMOT,2023-11-15,3748.0,3755.5,3848.3,3748.0,4048.9,24,92359.2,2407.2,4.92,2023-11-30,3896.9,TIME_EXIT,1166.4,0.48,15
EICHERMOT,2023-12-04,3950.0,3957.9,4180.35,3950.0,4641.05,10,41803.5,2303.5,4.82,2023-12-12,3950.0,SL_HIT,-2303.5,-1.0,8
EICHERMOT,2025-01-02,5105.0,5115.21,5308.1,5105.0,5714.3,12,63697.2,2437.2,8.17,2025-01-09,5105.0,SL_HIT,-2437.2,-1.0,7
EICHERMOT,2025-04-16,5575.5,5586.65,5615.5,5575.5,5695.5,17,95463.5,680.0,1.85,2025-04-17,5695.5,TP_HIT,1360.0,2.0,1
EICHERMOT,2025-08-26,6024.5,6036.55,6151.0,6024.5,6404.0,16,98416.0,2024.0,2.86,2025-09-04,6404.0,TP_HIT,4048.0,2.0,9
EICHERMOT,2025-11-24,7205.0,7219.41,7258.5,7205.0,7365.5,13,94360.5,695.5,2.42,2025-11-25,7205.0,SL_HIT,-695.5,-1.0,1
EICHERMOT,2026-02-11,7613.5,7628.73,7771.0,7613.5,8086.0,12,93252.0,1890.0,5.49,2026-02-13,8086.0,TP_HIT,3780.0,2.0,2
ELECON,2022-11-07,207.8,208.22,208.5,207.8,209.9,479,99871.5,335.3,4.17,2022-11-09,209.9,TP_HIT,670.6,2.0,2
ELECON,2022-11-10,219.8,220.24,222.55,219.8,228.05,449,99924.95,1234.75,1.82,2022-11-11,228.05,TP_HIT,2469.5,2.0,1
ELECON,2023-05-12,238.0,238.48,252.2,238.0,280.6,176,44387.2,2499.2,6.19,2023-05-19,280.6,TP_HIT,4998.4,2.0,7
ELECON,2023-07-03,299.95,300.55,312.2,299.95,336.7,204,63688.8,2499.0,4.96,2023-07-11,336.7,TP_HIT,4998.0,2.0,8
ELECON,2023-08-11,414.3,415.13,418.0,414.3,425.4,239,99902.0,884.3,1.8,2023-08-14,414.3,SL_HIT,-884.3,-1.0,3
ELECON,2023-08-31,434.95,435.82,441.5,434.95,454.6,226,99779.0,1480.3,1.54,2023-09-04,454.6,TP_HIT,2960.6,2.0,4
ELECON,2023-09-05,467.5,468.44,473.0,467.5,484.0,211,99803.0,1160.5,2.08,2023-09-06,467.5,SL_HIT,-1160.5,-1.0,1
ELECON,2024-01-15,516.95,517.98,536.8,516.95,576.5,125,67100.0,2481.25,2.21,2024-01-16,516.95,SL_HIT,-2481.25,-1.0,1
ELECON,2024-04-19,561.0,562.12,583.1,561.0,627.3,113,65890.3,2497.3,14.24,2024-04-23,561.0,SL_HIT,-2497.3,-1.0,4
ELECON,2024-06-12,622.5,623.75,669.2,622.5,762.6,53,35467.6,2475.1,25.31,2024-06-27,662.15,TIME_EXIT,-373.65,-0.15,15
ELECON,2024-10-16,719.8,721.24,731.25,719.8,754.15,136,99450.0,1557.2,1.61,2024-10-17,719.8,SL_HIT,-1557.2,-1.0,1
ELGIEQUIP,2022-08-10,445.75,446.64,447.7,445.75,451.6,223,99837.1,434.85,3.44,2022-08-11,445.75,SL_HIT,-434.85,-1.0,1
ELGIEQUIP,2022-08-22,464.2,465.13,465.8,464.2,469.0,214,99681.2,342.4,5.89,2022-08-23,464.2,SL_HIT,-342.4,-1.0,1
ELGIEQUIP,2022-08-24,469.8,470.74,473.25,469.8,480.15,211,99855.75,727.95,1.57,2022-08-25,469.8,SL_HIT,-727.95,-1.0,1
ELGIEQUIP,2022-08-26,491.0,491.98,494.75,491.0,502.25,202,99939.5,757.5,1.79,2022-08-29,491.0,SL_HIT,-757.5,-1.0,3
ELGIEQUIP,2022-09-02,506.7,507.71,532.95,506.7,585.45,95,50630.25,2493.75,2.3,2022-09-16,506.7,SL_HIT,-2493.75,-1.0,14
ELGIEQUIP,2023-05-24,566.6,567.73,571.25,566.6,580.55,175,99968.75,813.75,4.97,2023-05-25,566.6,SL_HIT,-813.75,-1.0,1
ELGIEQUIP,2024-02-07,624.9,626.15,649.2,624.9,697.8,102,66218.4,2478.6,4.55,2024-02-08,697.8,TP_HIT,4957.2,2.0,1
ELGIEQUIP,2024-06-20,714.2,715.63,743.85,714.2,803.15,84,62483.4,2490.6,3.93,2024-06-27,714.2,SL_HIT,-2490.6,-1.0,7
EMAMILTD,2023-09-11,546.65,547.74,567.65,546.65,609.65,119,67550.35,2499.0,4.6,2023-09-13,546.65,SL_HIT,-2499.0,-1.0,2
EMAMILTD,2024-05-30,588.6,589.78,611.85,588.6,658.35,107,65467.95,2487.75,19.46,2024-06-04,658.35,TP_HIT,4975.5,2.0,5
EMAMILTD,2024-06-05,663.5,664.83,699.0,663.5,770.0,70,48930.0,2485.0,4.12,2024-06-20,708.45,TIME_EXIT,661.5,0.27,15
EMAMILTD,2024-07-09,775.0,776.55,777.05,775.0,781.15,128,99462.4,262.4,2.77,2024-07-10,775.0,SL_HIT,-262.4,-1.0,1
EMCURE,2026-01-06,1519.9,1522.94,1528.0,1519.9,1544.2,65,99320.0,526.5,2.18,2026-01-07,1544.2,TP_HIT,1053.0,2.0,1
EMCURE,2026-03-25,1585.6,1588.77,1593.4,1585.6,1609.0,62,98790.8,483.6,1.57,2026-03-27,1585.6,SL_HIT,-483.6,-1.0,2
EMCURE,2026-04-29,1688.0,1691.38,1729.9,1688.0,1813.7,57,98604.3,2388.3,4.64,2026-04-30,1688.0,SL_HIT,-2388.3,-1.0,1
ENDURANCE,2023-07-04,1625.0,1628.25,1654.65,1625.0,1713.95,60,99279.0,1779.0,4.88,2023-07-07,1625.0,SL_HIT,-1779.0,-1.0,3
ENDURANCE,2023-12-18,1767.15,1770.68,1774.2,1767.15,1788.3,56,99355.2,394.8,4.1,2023-12-19,1788.3,TP_HIT,789.6,2.0,1
ENDURANCE,2023-12-22,1825.0,1828.65,1833.95,1825.0,1851.85,54,99033.3,483.3,2.0,2023-12-26,1825.0,SL_HIT,-483.3,-1.0,4
ENDURANCE,2023-12-28,1864.9,1868.63,1870.45,1864.9,1881.55,53,99133.85,294.15,1.78,2023-12-29,1881.55,TP_HIT,588.3,2.0,1
ENDURANCE,2024-01-05,1948.0,1951.9,2116.45,1948.0,2453.35,14,29630.3,2358.3,11.57,2024-01-15,1948.0,SL_HIT,-2358.3,-1.0,10
ENDURANCE,2024-06-14,2585.0,2590.17,2694.1,2585.0,2912.3,22,59270.2,2400.2,3.47,2024-06-19,2585.0,SL_HIT,-2400.2,-1.0,5
ENDURANCE,2025-07-01,2818.3,2823.94,2884.5,2818.3,3016.9,34,98073.0,2250.8,4.62,2025-07-02,2818.3,SL_HIT,-2250.8,-1.0,1
ENGINERSIN,2022-11-09,74.8,74.95,75.4,74.8,76.6,1326,99980.4,795.6,3.68,2022-11-10,74.8,SL_HIT,-795.6,-1.0,1
ENGINERSIN,2022-11-17,76.35,76.5,80.7,76.35,89.4,574,46321.8,2496.9,16.44,2022-11-22,76.35,SL_HIT,-2496.9,-1.0,5
