datetime,open,high,low,close,volume
2026-05-06 09:15:00+05:30,400.0,403.0,396.85,397.3,1074004
2026-05-06 10:15:00+05:30,397.3,397.6,395.5,395.9,784207
2026-05-06 11:15:00+05:30,395.95,397.1,394.05,396.95,1578407
2026-05-06 12:15:00+05:30,396.95,397.25,395.7,396.1,875723
2026-05-06 13:15:00+05:30,396.1,398.15,396.0,398.0,973658
2026-05-06 14:15:00+05:30,398.0,399.55,395.3,395.6,3196853
2026-05-06 15:15:00+05:30,395.55,395.9,391.65,394.1,2612894
2026-05-07 09:15:00+05:30,396.75,398.0,393.15,397.4,1826251
2026-05-07 10:15:00+05:30,397.4,401.25,396.8,401.05,1309585
2026-05-07 11:15:00+05:30,401.1,401.95,399.95,401.15,936939
2026-05-07 12:15:00+05:30,401.15,403.5,400.2,400.65,1242743
2026-05-07 13:15:00+05:30,400.65,400.95,399.0,399.15,1124791
2026-05-07 14:15:00+05:30,399.15,401.15,398.35,400.05,2194158
2026-05-07 15:15:00+05:30,400.05,401.45,399.45,400.0,1025823
2026-05-08 09:15:00+05:30,398.0,400.45,397.15,400.4,1317687
2026-05-08 10:15:00+05:30,400.3,400.4,399.1,400.2,289274
2026-05-08 11:15:00+05:30,400.0,401.0,399.45,399.8,368048
2026-05-08 12:15:00+05:30,399.8,405.1,399.45,403.4,575162
2026-05-08 13:15:00+05:30,403.55,404.65,401.1,401.6,620531
2026-05-08 14:15:00+05:30,401.45,403.2,401.4,402.15,999908
2026-05-08 15:15:00+05:30,402.15,402.45,401.95,402.25,545545
2026-05-11 09:15:00+05:30,401.9,405.0,399.2,404.0,1216029
2026-05-11 10:15:00+05:30,403.9,404.25,402.05,402.45,859507
2026-05-11 11:15:00+05:30,402.5,402.5,396.1,397.3,1638634
2026-05-11 12:15:00+05:30,397.3,397.45,395.7,396.85,828513
2026-05-11 13:15:00+05:30,396.85,397.9,396.55,397.1,947054
2026-05-11 14:15:00+05:30,396.9,397.7,392.55,393.0,3524679
2026-05-11 15:15:00+05:30,393.0,393.4,391.0,392.2,1049430
2026-05-12 09:15:00+05:30,392.2,399.85,391.25,399.55,2042638
2026-05-12 10:15:00+05:30,399.6,399.6,395.7,396.8,1261021
2026-05-12 11:15:00+05:30,396.8,397.9,394.25,394.95,1743295
2026-05-12 12:15:00+05:30,394.8,396.5,394.8,396.3,1047491
2026-05-12 13:15:00+05:30,396.4,397.0,394.45,394.55,1283772
2026-05-12 14:15:00+05:30,394.55,396.15,392.0,392.95,2183444
2026-05-12 15:15:00+05:30,392.95,393.9,392.0,393.55,673607
2026-05-13 09:15:00+05:30,392.0,394.05,385.8,387.25,2585957
2026-05-13 10:15:00+05:30,387.35,388.8,386.45,388.15,1416407
2026-05-13 11:15:00+05:30,388.1,389.95,387.45,388.0,1009957
2026-05-13 12:15:00+05:30,388.1,392.7,386.5,391.6,2398094
2026-05-13 13:15:00+05:30,391.6,392.7,390.1,390.85,1264642
2026-05-13 14:15:00+05:30,390.85,392.85,389.85,390.7,2303015
2026-05-13 15:15:00+05:30,390.7,390.95,390.05,390.8,1317778
2026-05-14 09:15:00+05:30,393.7,397.85,391.2,394.2,1228503
2026-05-14 10:15:00+05:30,394.1,395.45,392.1,392.7,672131
2026-05-14 11:15:00+05:30,392.9,398.25,392.65,398.25,1400251
2026-05-14 12:15:00+05:30,398.3,398.55,396.65,397.15,1022542
2026-05-14 13:15:00+05:30,397.15,397.25,396.0,396.5,788896
2026-05-14 14:15:00+05:30,396.7,397.3,395.55,396.15,1447481
2026-05-14 15:15:00+05:30,396.0,397.2,396.0,396.55,782760
2026-05-15 09:15:00+05:30,396.0,398.0,393.85,395.35,865782
2026-05-15 10:15:00+05:30,395.35,395.85,393.6,393.85,414975
2026-05-15 11:15:00+05:30,393.75,395.15,393.0,393.4,743190
2026-05-15 12:15:00+05:30,393.4,395.95,392.5,395.9,1031644
2026-05-15 13:15:00+05:30,395.9,397.15,395.6,396.9,1619604
2026-05-15 14:15:00+05:30,396.95,396.95,393.85,395.05,1532937
